	Term	p-value	z-score	CS	Related Genes
63	TTF2_ChIP-Seq_HELA_Human	5.48e-16	-0.94	31.31	DDX6, EIF4A1, DYRK3, PRR7, GGNBP2, RPL3, BTG1, TFRC, RPL32, PPP1R10, RPL12, CETN3, IRS2, ACTB, ZFP36L1, RPS15, UBB, HMGN2, RPL39, JUNB, RPS13, NDEL1, RPL19, PLK3, HSPA8, H3F3B, GADD45A, STAT3, VPS37B, GNL3, CD2, NISCH, PER1, PTP4A2, IMPACT, EIF5, RANBP10, TXNIP, RPL24, SERINC1, MATR3, XIST, SQSTM1, EIF3D, PFDN5, CSNK1G2, RPS24, ARF6
64	SOX2_ChIP-Seq_MESC_Mouse	4.00e-17	-0.85	30.54	EIF4A1, DYRK3, RPL3, LDB1, PPP1R10, CHD7, D16ERTD472E, ATP2A3, SMG7, RABGEF1, UBL3, UROD, ARIH2, HIST2H3C1, PIM3, SCD1, JUNB, 1110007M04RIK, HIST1H1C, UNC45A, CD97, ST6GAL1, WSB1, D19WSU162E, ARRDC3, PLAUR, MIF, ZCRB1, WBP11, HIST2H3B, DAD1, IRF1, TXNIP, MYH9, RPL27, CSNK1G2, ARF6, DDX6, SATB1, AW549877, LENG9, BHLHB2, CXCR4, ATP1A1, STK4, ZFP36L1, RAP1B, GNA13, SOCS3, H2-EA, UGCG, NUAK2, UBB, TMEM23, PLCG2, HIST1H3H, SLC38A2, SKIL, PLK3, EGR2, EGR3, H3F3B, PLEKHA2, GADD45A, STAT3, KLF2, GADD45G, CD2, NFKBIA, PER1, KLF7, KLF6, CD6, KLF9, UBE2O, HBP1
65	RUNX1_ChIP-Seq_MEGAKARYOCYTES_Human	8.76e-27	-0.52	29.67	EIF4A1, TFRC, CD82, CD81, DGKA, SLC4A1, IRS2, BZW2, ETS2, ACTB, BACH2, RABGEF1, RPL18A, RNF19A, FTH1, JUNB, HMGN1, CD97, RNF44, ST6GAL1, F2R, LMO2, MIF, MORF4L1, PRKAR1A, SPATA13, UBA52, SQSTM1, ATF4, DDX6, GGNBP2, STXBP2, STK4, RAP1B, SOCS3, UGCG, SFRS5, NUAK2, UBB, PLCG2, SNX8, SLC38A2, SKIL, HSPA9, CD164, HSPA8, EGR1, CDT1, EGR3, CHKA, GADD45A, MLL5, LSM4, GADD45G, NFKBIA, BCL6, RPS29, HBP1, STT3B, CLIC4, PRR7, LDB1, CHD7, AKAP8L, SLC2A1, TNFAIP3, CD3E, CD3D, ARHGAP4, LBH, CCR6, CTSE, GRASP, KLF13, ELOVL5, IFNGR1, TSC22D3, PLAUR, VPS37B, YWHAZ, GNL3, TGFBR2, PTP4A1, PTP4A2, ELF1, FCHSD2, RILPL2, DAD1, IRF1, RASA1, TAX1BP1, ARHGEF3, MYH9, TMBIM6, ARF6, WBP2, ATP10D, ODC1, NEDD9, DENND3, ATP1A1, CNR2, TMEM66, MKNK2, LMNA, RABAC1, PLEKHA2, STAT3, LAPTM5, SORL1, PER1, KLF6, STK17B, KLF9, FOSB, CD69
66	VDR_ChIP-Seq_CD4+_Human	3.63e-17	-0.82	29.42	EIF4A1, BTG1, RPL3, TFRC, RPL32, PPP1R10, POP4, CETN3, LRMP, IRS2, BZW2, USE1, BACH2, HERPUD1, ALAD, RPS15, RABGEF1, ZNRD1, LBH, PIM3, NDEL1, HIST1H1C, UNC45A, CDV3, WSB1, CIRBP, VPS37B, CCDC86, MYH9, RPL24, TMBIM6, RPL27, PFDN5, UBA52, ATF4, CD274, GGNBP2, SH2D2A, ODC1, NEDD9, SFRS5, UBB, DDRGK1, TMEM66, POLD1, HIST1H3H, SLC38A2, SNX8, RPL19, HSPA9, PLK3, H3F3B, LSM4, NFKBIA, CD6, ARPC3, REL, FOSB, EIF3F, HNRNPC, CD69
67	RUNX1_ChIP-Seq_EML_Mouse	1.50e-16	-0.84	29.1	D16ERTD472E, ATP2A3, SLC2A1, SLC4A1, CD3E, USE1, ALAD, RPS15, FAM134B, TBK1, RNF19A, HMGN2, CTSE, JUNB, EMD, HMGN1, HIST1H1C, CD97, MBNL1, D8ERTD738E, KLF13, TPM4, RSAD2, D19WSU162E, HMHA1, JOSD2, VPS37B, GTPBP4, PTP4A2, HIST2H3B, TAX1BP1, PRKD2, MATR3, UBA52, LENG9, RAP1B, SOCS3, TMEM66, MKNK2, EGR1, HSPA8, NAPSA, MAP3K1, 2310016C08RIK, LAPTM5, HOPX, KLF2, LASS2, KLF6, ARPC3, UBE2O, CD69, NFKBID
68	YAP1_ChIP-Seq_MESC_Mouse	1.68e-17	-0.79	28.99	BTG1, D16ERTD472E, AKAP8L, CHD7, ATP2A3, SLC2A1, TNFAIP3, SLC4A1, LITAF, PRR8, ACTB, BACH2, AQP1, MYD116, FTH1, PDE4B, HIST1H1C, MEF2C, RNF44, MREG, ELOVL5, ATP1B3, IMPACT, FCHSD2, PRKAR1A, MYH9, PRKD2, MATR3, GYPA, WBP2, SNF1LK, BHLHB2, ATP1A1, ADRB2, SAMSN1, FOXO1, ZFP36L1, RAP1B, UGCG, SFRS5, UBB, LMNA, SLC38A2, SKIL, MARK2, OSBPL9, PLK3, UVRAG, CD164, CDT1, 1300018I05RIK, H3F3B, GADD45A, STAT3, LAPTM5, KLF4, LSM4, HS3ST1, KLF2, GADD45G, KLF6, EIF5, KLF9
69	GATA3_ChIP-ChIP_TROPHOBLAST STEM CELLS_Mouse	1.19e-11	-1.2	28.56	AHCTF1, LDB1, ZFAND2A, ODC1, TNFAIP3, LRMP, CD3E, BZW2, LITAF, HERPUD1, ALAD, CNR2, TMEM23, FTH1, 5730469M10RIK, JUNB, NDEL1, RPL19, PLK3, CSNK1G3, ST6GAL1, PLAUR, PLRG1, SCOTIN, LSM4, AI324046, PDCD4, ARHGEF3, RANBP10, MATR3
70	FOXP3_ChIP-ChIP_TREG_Mouse	2.35e-07	-1.97	28.42	SATB1, PHXR4, ETS1, KLF2, ELF1, KLF6, BCL6, IRF4, DAD1, CTLA4, XCL1, CCR7, CD69
71	NR1H3_ChIP-Seq_ATHEROSCLEROTIC-FOAM_Human	5.78e-12	-1.13	27.88	PANK4, CD82, ZFAND2A, ODC1, SLC2A1, TNFAIP3, IRS2, DENND3, STK4, ACTB, ARHGAP4, SNX2, SESN1, CCL5, SLC38A2, CD74, WSB1, MAP3K1, ELOVL5, PLAUR, SORL1, TPST2, RILPL2, DAD1, PDCD4, ARHGEF3
72	ZIC3_ChIP-ChIP_MESC_Mouse	1.66e-09	-1.45	27.77	PLK3, GGNBP2, TFRC, H3F3B, PPP1R10, DGKA, ZCRB1, KLF2, ZFP36L1, KLF6, UBL3, IRF1, KLF9, TXNIP, HIST1H3H, SQSTM1, NDEL1, HIST1H1C
73	FLI1_ChIP-Seq_HPC-7_Mouse	1.47e-16	-0.78	26.96	PPP1R10, AKAP8L, ATP2A3, LRMP, SMG7, GIMAP6, ACTB, LBH, FTH1, TBC1D10C, PIM3, CTSE, KPNA1, HIST1H1C, CD97, MAP4K1, TPM4, D19WSU162E, PLAUR, HMHA1, EMP1, PTP4A2, IMPACT, PRKAR1A, IRF1, TAX1BP1, ARHGEF3, TXNIP, TMBIM6, PRKD2, RPL27, PFDN5, BC031781, ATF4, CD274, WBP2, H2-Q6, STXBP2, STK4, RNASET2B, H2-DMB2, STIP1, SFRS5, CNR2, UBB, PUF60, RPL19, CD74, CDT1, EGR2, LAPTM5, LSM4, KLF2, ARPC3, EIF3F, LRP10, NFKBID
74	PHF8_ChIP-Seq_HELA_Human	6.29e-15	-0.87	26.96	EIF4A1, CEBPB, AHCTF1, GGNBP2, CD83, BTG1, TFRC, PPP1R10, RPL12, EIF4A3, CXCR4, USE1, ACTB, HERPUD1, SRR, FAM102A, RPL18A, MKNK2, ARIH2, DHX38, PIM3, JUNB, NDEL1, CDT1, GCH1, H3F3B, ARRDC3, CIRBP, ATP1B3, ZCRB1, MLL5, KLF2, GNL3, LASS2, FCHSD2, IRF1, RASA1, RANBP10, FOSB, STRAP, MYH9, TMBIM6, STT3B, SNORA65, EIF3D, ATF4
75	STAT6_ChIP-Seq_CD4 POS T_Human	8.15e-09	-1.5	26.44	EGR2, ST6GAL1, STAT3, CHD7, TNFAIP3, STK4, SORL1, BACH2, CD2, SOCS3, CD6, BCL6, TMEM66, IRF4, STK17B, GPR171, PDE4B, MYH9, HNRNPC, CD69
76	PDX1_ChIP-ChIP_MIN6_Mouse	3.04e-10	-1.23	25.45	WBP2, PPP1R10, POP4, CXCR4, BZW2, ETS2, GNA13, SERPINB1A, STIP1, ZNRD1, UBB, UTX, DHX38, UNC45A, CD164, GADD45A, STAT3, NTAN1, GTPBP4, CCT6A, PER1, BXDC2, RANBP10, BC031781, ATF4
77	KLF5_ChIP-Seq_YYC3_Human	4.89e-15	-0.81	25.43	DYRK3, CD83, DGKD, CD82, CHD7, SLC2A1, IRS2, USE1, ACTB, ETS2, GPR171, NFKBIZ, CTLA4, PIM3, TNFRSF4, MEF2C, KLF13, WSB1, RSAD2, CIRBP, PLAUR, EMP1, YWHAZ, PTP4A2, IMPACT, ELF1, IRF4, TAX1BP1, TXNIP, TMBIM6, CSNK1G2, GGNBP2, SATB1, BRI3, LENG9, CXCR4, ATP1A1, ADRB2, ZFP36L1, UGCG, SOCS3, STIP1, SRR, LMNA, SLC38A2, SKIL, UVRAG, PRNP, GADD45A, SORL1, KLF2, BCL6, KLF9, REL
78	JUN_ChIP-Seq_SMOOTH MUSCLE_Human	1.26e-15	-0.77	25.19	PRR7, BTG1, DGKD, ZFAND2A, ATP2A3, SLC2A1, TNFAIP3, BZW2, ETS1, USE1, ETS2, BACH2, PIM3, CD97, RNF44, TPM4, IFNGR1, CIRBP, EMP1, JOSD2, VPS37B, MIF, GTPBP4, TGFBR2, PTP4A1, ELF1, B3GNT5, RPL24, SNORA65, ATF3, ARF6, CD274, ATP10D, ATP1A1, THY1, STK4, ZFP36L1, PPP2CB, SNN, TMEM66, LMNA, TBC1D15, EGR2, NAPSA, PLEKHA2, GADD45A, KLF4, LSM4, KLF2, GADD45G, KLF6, RPS29, FOSB, HBP1, HNRNPC
79	SMAD1_ChIP-Seq_MESC_Mouse	2.59e-10	-1.19	24.97	CD97, EIF4A1, EGR1, CDT1, KLF13, CHKB, MREG, CHKA, H3F3B, F2R, SLC2A1, KLF2, GADD45G, ZFP36L1, NFKBIA, SOCS3, LBH, ZNRD1, UBB, KLF9, REL, TXNIP, LRP10, HIST1H1C
80	CUX1_ChIP-ChIP_MULTIPLE HUMAN CANCER  TYPES_Human	3.61e-09	-1.35	24.95	DAZAP2, RPL3, DGKD, NRM, SLC2A1, TNFAIP3, CD3E, CD3D, BACH2, HERPUD1, UROD, JUNB, RPS13, HMGN1, RNF44, ELOVL5, LMO2, EMP1, WBP11, YWHAZ, TGFBR2, NISCH, MORF4L1, LCK, DAD1, PRKAR1A, RPL27, ARF6, OAT, BRI3, WBP2, EBI2, BHLHB2, NEDD9, ADRB2, RAP1B, STIP1, PLCG2, DHX38, TDE2, HIST1H3H, RPL19, EGR1, UVRAG, HSPA8, EGR2, LAPTM5, SCOTIN, GADD45G, NSEP1, SIAT7C, NFKBIA, RPS29, PDCD4, HBP1, RPS24
81	SOX2_ChIP-Seq_SW620_Human	1.70e-14	-0.83	24.94	DYRK3, CLIC4, BTG1, CD82, ATP2A3, ETS1, LITAF, ETS2, ALAD, KRTCAP3, UBL3, LBH, UROD, NFKBIZ, NDEL1, ST6GAL1, ELOVL5, IFNGR1, LMO2, F2R, PLAUR, TPST2, NGFRAP1, LCK, RASA1, IRF1, ARHGEF3, POLR1D, XCL1, PRKD2, XIST, SQSTM1, ATF3, ATF4, OAT, SATB1, BRI3, BHLHB2, NEDD9, UGCG, SRR, TMEM66, LMNA, HIST1H3H, RABAC1, RHBDL2, SLC38A2, SKIL, MAP3K1, EGR3, GADD45A, STAT3, LAPTM5, HS3ST1, KLF2, BCL6, STK17B, PDCD4, RANBP10, HBP1, LRP10
82	RUNX1_ChIP-Seq_HPC-7_Mouse	4.93e-13	-0.92	24.76	DYRK3, CLIC4, GGNBP2, CD81, WBP2, ATP2A3, ADRB2, GIMAP6, STK4, CD3D, ALAD, STIP1, UGCG, PPP2CB, CNR2, PUF60, TMEM66, FTH1, CCR7, CYTIP, EGR1, PRNP, TPM4, STAT3, F2R, CIRBP, LAPTM5, MLL5, TPST2, LASS2, ARPC3, DAD1, TAX1BP1, TXNIP, PRKD2, CSNK1G2, BC031781
83	TP63_ChIP-Seq_EP156T_Human	9.71e-21	-0.56	24.34	CPM, DYRK3, PRR7, BTG1, TFRC, CD82, TCF25, CHD7, NRM, SLC2A1, TNFAIP3, LRMP, IRS2, SMG7, BZW2, ETS1, ETS2, BACH2, HERPUD1, ZC3H12D, RABGEF1, UBL3, LBH, TBK1, RNF19A, FTH1, SESN1, CCR7, MAP4K1, SRGN, ST6GAL1, KLF13, MREG, ELOVL5, IFNGR1, F2R, LMO2, ATP1B3, YWHAZ, TPST2, NISCH, PTP4A1, ELF1, NGFRAP1, DAD1, B3GNT5, RASA1, POLR1D, MYH9, XIST, ATF3, OAT, CUL3, NEDD9, DENND3, ATP1A1, ADRB2, SAMSN1, FOXO1, RAP1B, GNA13, SNN, NUAK2, TRA2A, LMNA, PLCG2, SLC38A2, OSBPL9, EGR1, MAP3K1, EGR3, PLEKHA2, GADD45A, LAPTM5, KLF4, SORL1, HS3ST1, HOPX, CD2, RNF145, KLF6, EIF5, STK17B, KLF9, FOSB, STT3B, EIF3D
84	JUND_ChIP-Seq_SMOOTH MUSCLE_Human	4.89e-15	-0.75	23.55	PRR7, BTG1, DGKD, CD82, ZFAND2A, SLC2A1, TNFAIP3, BZW2, ETS1, ETS2, FTH1, PIM3, CD97, RNF44, TPM4, ELOVL5, IFNGR1, CIRBP, VPS37B, MIF, YWHAZ, GTPBP4, TGFBR2, PTP4A1, PTP4A2, B3GNT5, SPATA13, RPL24, ATF3, CD274, ATP10D, ATP1A1, THY1, STK4, ZFP36L1, PPP2CB, SNN, TMEM66, LMNA, TBC1D15, CD164, NAPSA, PLEKHA2, GADD45A, KLF4, HOPX, KLF2, GADD45G, KLF6, BCL6, RPS29, FOSB, HBP1, HNRNPC
85	NRF2_ChIP-Seq_MEF_Mouse	1.94e-12	-0.91	23.22	CEBPB, OAT, BTG1, CD3G, IRS2, ETS1, ETS2, SOCS3, FAM102A, UBL3, LBH, TMEM66, FTH1, LMNA, HIST1H1C, MLL1, IGH-VJ558, CD164, MAP3K1, MREG, H2-T10, PLAUR, PLRG1, KLF4, YWHAZ, GADD45G, PTP4A1, KLF6, FCHSD2, BCL6, KLF9, TAX1BP1, MYH9, HBP1, SQSTM1
86	ASXL1_ChIP-Seq_BMDM_Mouse	1.30e-10	-1.07	23.12	DDX6, DYRK3, GGNBP2, BTG1, LDB1, H2-DMA, LENG9, CXCR5, NRM, CXCR4, RELA, RAP1B, STIP1, TBK1, NUAK2, FTH1, JUNB, TBC1D15, MARK2, MLL1, CDV3, HSPA8, WSB1, MORF4L1, STK17B, KLF9, PDCD4, CCDC86
87	NFE2L2_ChIP-Seq_MEF_Mouse	1.94e-12	-0.9	22.94	CEBPB, OAT, BTG1, CD3G, IRS2, ETS1, ETS2, SOCS3, FAM102A, UBL3, LBH, TMEM66, FTH1, LMNA, HIST1H1C, MLL1, IGH-VJ558, CD164, MAP3K1, MREG, H2-T10, PLAUR, PLRG1, KLF4, YWHAZ, GADD45G, PTP4A1, KLF6, FCHSD2, BCL6, KLF9, TAX1BP1, MYH9, HBP1, SQSTM1
88	VDR_ChIP-Seq_THP-1_Human	2.56e-11	-0.97	22.54	CEBPB, OAT, BTG1, TFRC, CD82, CHD7, SLC2A1, TNFAIP3, CXCR4, IRS2, ETS1, USE1, UGCG, SLC38A2, CD97, SRGN, MAP3K1, WSB1, MREG, TPM4, IFNGR1, LMO2, VPS37B, NFKBIA, BCL6, KLF9, POLR1D, TXNIP, MYH9
89	RUNX1_ChIP-ChIP_JURKAT_Human	8.45e-10	-1.12	22.22	TNFAIP3, LRMP, CD3E, ETS1, HERPUD1, RPS15, STIP1, SFRS5, SLC38A2, MARK2, HIST1H1C, EGR1, UVRAG, CD164, CDT1, EGR2, WSB1, H3F3B, TPM4, GADD45A, STAT3, ARRDC3, LMO2, EIF3S5, PRKAR1A, LCK, STK17B, ARHGEF3, PRKD2, CD69
90	ELK3_ChIP-Seq_HUVEC_Human	1.26e-15	-0.68	22.03	AHCTF1, PRR7, BTG1, LDB1, CD81, SLC2A1, TNFAIP3, SMG7, ACTB, HERPUD1, UROD, FTH1, SESN1, PIM3, JUNB, GRASP, RPS13, NUDC, KLF13, TPM4, PLAUR, VPS37B, YWHAZ, PTP4A1, PTP4A2, FCHSD2, IRF1, CCDC86, PRKD2, PFDN5, CSNK1G2, BRI3, ATP1A1, RELA, ZFP36L1, STIP1, SNN, UBB, LMNA, SLC38A2, NAPSA, MAP3K1, CHKA, GADD45A, LAPTM5, HOPX, KLF2, NFKBIA, SLC25A37, PER1, KLF6, EIF5, KLF9, EIF3F, NFKBID
91	CEBPB_ChIP-Seq_MC3T3_Mouse	4.89e-15	-0.69	21.72	DAZAP2, ALAS2, DGKD, LDB1, D16ERTD472E, ACTB, BACH2, HERPUD1, RPS15, ZNRD1, FTH1, NFKBIZ, EMD, HMGN1, WSB1, TSC22D3, F2R, JOSD2, VPS37B, MIF, IMPACT, NGFRAP1, CCDC86, RPL27, CSNK1G2, ARF6, DDX6, ODC1, LENG9, ZFP36L1, UGCG, PPP2CB, SNN, UBB, POLD1, MKNK2, SNX8, RPL19, EGR1, UVRAG, 2510006D16RIK, EGR3, PLEKHA2, GADD45A, 2310016C08RIK, KLF4, LSM4, KLF2, GADD45G, NFKBIA, KLF6, RPS29, UBE2O, LRP10
92	SFPI1_ChIP-Seq_HPC-7_Mouse	1.42e-16	-0.63	21.71	DAZAP2, PRR7, BTG1, TFRC, TCF25, CHD7, ATP2A3, NRM, SLC2A1, LRMP, USE1, RPS15, LBH, FAM102A, FTH1, GRASP, MAP4K1, MBNL1, ELOVL5, D19WSU162E, PLRG1, MIF, TPST2, IMPACT, ELF1, IRF1, TAX1BP1, ARHGEF3, POLR1D, STRAP, TMBIM6, MATR3, RPL27, PFDN5, BC031781, ARF6, CEBPB, ODC1, ATP10D, STXBP2, CXCR5, STK4, RELA, UGCG, PPP2CB, SFRS5, CNR2, TMEM66, PLCG2, HIST1H3H, CD164, NAPSA, LAPTM5, NTAN1, LSM4, GADD45G, LASS2, PER1, EIF5, ARPC3, PDCD4, LRP10
93	MYBL2_ChIP-ChIP_MESC_Mouse	5.38e-12	-0.88	21.65	EIF4A1, RPL3, PPP1R10, DGKA, CETN3, CHD7, ACTB, ZNRD1, UBL3, FTH1, NFKBIZ, ARIH2, HIST2H3C1, RPL39, KPNA1, NDEL1, HIST1H1C, CD97, JMJD3, ENSMUSG00000074075, TPM4, ARRDC3, MIF, PTP4A1, ELF1, HIST2H3B, BXDC2, MORF4L2, TXNIP, RPL24, STRAP, MATR3, ARF6, IBRDC3, WBP2, AW549877, ZFP36L1, SNN, SNX2, SFRS5, UBB, HIST1H3H, SLC38A2, MLL1, HSPA9, HSPA8, H3F3B, KLF7, KLF6, BCL6, KLF9, RPS24
94	ZFP281_ChIP-ChIP_MESC_Mouse	2.62e-09	-1.14	21.4	PANK4, PLK3, DYRK3, MAP3K1, TFRC, LDB1, STAT3, GADD45G, ZFP36L1, ALAD, MORF4L1, SOCS3, RPL18A, UBB, MYD116, IRF1, KLF9, MATR3, CCR6, GRASP, SKIL, BC031781
95	MITF_ChIP-Seq_MELANOMA_Human	1.28e-26	-0.37	21.02	ISCA1, CD83, RPL3, CD81, EIF4A3, IRS2, BZW2, ETS1, BACH2, AQP1, TBK1, UROD, FTH1, SESN1, PIM3, HMGN2, JUNB, KPNA1, MBNL1, MEF2C, ST6GAL1, WSB1, MREG, ACTN2, ATP1B3, MIF, ZCRB1, PRKAR1A, MORF4L2, SPATA13, TXNIP, RPL24, CCDC86, PRKD2, MATR3, RPL27, UBA52, SQSTM1, ATF4, DDX6, BRI3, STK4, ZFP36L1, SOCS3, STIP1, UGCG, SNN, SNX2, UBB, DHX38, SNX8, SLC38A2, TBC1D15, OSBPL9, HSPA9, UVRAG, CD164, CHKB, CHKA, CHCHD10, LASS2, NFKBIA, BCL6, ARPC3, RANBP10, REL, UBE2O, HBP1, STT3B, RPS24, CPM, CLIC4, PRR7, LDB1, PPP1R10, ZFAND2A, CHD7, AKAP8L, SLC2A1, TNFAIP3, USE1, LITAF, HERPUD1, ARHGAP4, FAM102A, NFKBIZ, PDE4B, CCR6, CDV3, TSC22D3, EMP1, VPS37B, PTP4A1, PTP4A2, FCHSD2, IRF4, TAX1BP1, ARHGEF3, MYH9, CEBPB, OAT, WBP2, ODC1, NEDD9, ATP1A1, GNA13, PUF60, MKNK2, LMNA, RPL19, CD74, PLEKHA2, STAT3, LAPTM5, KLF4, SLC25A37, PER1, KLF7, CD6, STK17B, KLF9, FOSB
96	SETDB1_ChIP-Seq_MESC_Mouse	1.30e-12	-0.8	20.77	PANK4, LDB1, 5730427N09RIK, DGKA, D16ERTD472E, CETN3, IRS2, ETS2, RPS15, RABGEF1, ZNRD1, MYD116, HIST2H3C1, HMGN1, 1190002H23RIK, ARRDC3, F2R, PLAUR, JOSD2, PLRG1, WBP11, YWHAZ, IMPACT, LCK, RASA1, ATF4, CEBPB, WBP2, H2-M3, BHLHB2, RELA, RAP1B, UGCG, H2-EA, UBB, LMNA, SLC38A2, 2600005C20RIK, MARK2, MLL1, EGR1, GNA-RS1, CHKA, 2310016C08RIK, KLF4, SCOTIN, NFKBIA, RPS29, STK17B, KLF9
97	TP53_ChIP-Seq_MEF_Mouse	1.39e-18	-0.52	20.45	DYRK3, PRR7, BTG1, DGKD, LDB1, CD81, DGKA, SLC2A1, SMG7, ETS1, USE1, PRR8, BACH2, ALAD, RABGEF1, FAM102A, SESN1, HIST2H3C1, PIM3, JUNB, EMD, NDEL1, MBNL1, D8ERTD738E, MREG, ELOVL5, PLAUR, CIRBP, MIF, WBP11, TGFBR2, TPST2, NISCH, PTP4A1, PTP4A2, ELF1, HIST2H3B, PRKAR1A, TAX1BP1, ARHGEF3, TXNIP, CCDC86, MYH9, PRKD2, RPL27, TMBIM6, PFDN5, BC031781, CEBPB, GYPA, NEDD9, ADRB2, SAMSN1, ZFP36L1, GNA13, SOCS3, SERPINB1A, SRR, NUAK2, LMNA, UBE1L, PLK3, UVRAG, PRNP, EGR2, H3F3B, GADD45A, STAT3, LAPTM5, SORL1, HS3ST1, PER1, RNF145, KLF7, KLF6, EIF5, RANBP10
98	PPARG_ChIP-Seq_C3H10T1-2_Mouse	2.36e-08	-1.22	20.27	ISCA1, GGNBP2, BTG1, PPP1R10, WBP2, H2-DMA, ODC1, IRS2, ACTB, TBK1, SFRS5, UBB, SESN1, 1110007M04RIK, KPNA1, NDEL1, HMGN1, CDT1, GNL3, MORF4L1, ELF1, TAX1BP1, RPL27, 2310044H10RIK, ATF4
99	SALL4_ChIP-ChIP_MESC_Mouse	7.70e-10	-0.99	19.65	DYRK3, CEBPB, AHCTF1, RPL3, LDB1, SATB1, ATP10D, BHLHB2, CXCR4, LRMP, BACH2, ZFP36L1, RAP1B, GNA13, RABGEF1, UBL3, UBB, PLCG2, HIST1H3H, SLC38A2, JUNB, ZCRB1, KLF2, PTP4A1, NFKBIA, MORF4L1, EIF5, FCHSD2, KLF9, UBE2O, STRAP
100	CEBPB_ChIP-Seq_THIOMACROPHAGE_Mouse	5.76e-14	-0.66	19.21	EIF4A1, DYRK3, CEBPB, TFRC, LDB1, TCF25, SH2D2A, HVCN1, CXCR5, TNFAIP3, PHXR4, ADRB2, RELA, FOXO1, GNA13, UBL3, FAM102A, CNR2, UBB, TRA2A, TBC1D10C, CASP1, PIM3, CYTIP, SLC38A2, EGR2, ST6GAL1, NUDC, GADD45A, D19WSU162E, HMHA1, IRGM1, GADD45G, PTP4A1, PER1, HIST2H3B, KLF6, CCDC86, TMBIM6, XIST, PFDN5, ATF3, RPS24, 2310044H10RIK, BC031781, ATF4
101	TAF7L_ChIP-Seq_C3H10T1-2_Mouse	2.96e-08	-1.14	18.7	ISCA1, CLIC4, GGNBP2, H2-DMA, BHLHB2, IRS2, HERPUD1, UBB, MKNK2, PIM3, SCD1, 1110007M04RIK, NDEL1, HSPA9, GADD45A, ZCRB1, YWHAZ, NFKBIA, PTP4A2, EIF5, KLF9, TXNIP, RPL27, MATR3, STT3B, CSNK1G2
102	NR3C1_ChIP-Seq_PC12_Mouse	4.92e-10	-0.91	18.44	PRR7, CD83, BTG1, CUL3, ODC1, SNF1LK, THY1, LITAF, ZFP36L1, FAM134B, MKNK2, PDE4B, MBNL1, KLF13, MAP3K1, MREG, GCH1, TSC22D3, SORL1, YWHAZ, CD2, NFKBIA, PER1, KLF7, DAD1, RPS29, STK17B, KLF9, EIF3F
103	TCF21_ChIP-Seq_SMOOTH MUSCLE_Human	1.87e-14	-0.59	17.58	DYRK3, CLIC4, BTG1, CD82, RPL32, CD81, SLC2A1, TNFAIP3, SLC4A1, BZW2, ETS1, FTH1, NFKBIZ, PDE4B, CYTIP, HMGN2, JUNB, GRASP, CD97, TPM4, TSC22D3, CIRBP, EMP1, WBP11, TGFBR2, PTP4A2, IRF1, RPL24, ATF3, GGNBP2, WBP2, RPL12, ODC1, RELA, SOCS3, STIP1, MKNK2, LMNA, RABAC1, SLC38A2, TBC1D15, PLK3, PLEKHA2, KLF4, KLF2, NFKBIA, KLF6, BCL6, STK17B, KLF9, FOSB, HBP1, EIF3F
104	SOX17_ChIP-Seq_XEN_Mouse	4.42e-12	-0.7	17.29	EIF4A1, E330018D03RIK, AHCTF1, GGNBP2, RPL3, TFRC, LDB1, PPP1R10, ODC1, SLC2A1, SMG7, BZW2, ETS1, ALAD, UGCG, SNN, UBB, FTH1, TMEM23, 5730469M10RIK, NFKBIZ, DHX38, SCD1, SLC38A2, JUNB, HIST1H1C, HSPA9, 1300018I05RIK, WSB1, TPM4, CHKA, H3F3B, GADD45A, D19WSU162E, ARRDC3, CIRBP, YWHAZ, EIF3S5, NFKBIA, MORF4L1, PER1, PTP4A2, KLF7, KLF6, RANBP10, MYH9, HBP1, CSNK1G2
105	LMO2_ChIP-Seq_HPC-7_Mouse	9.05e-14	-0.59	16.92	CD274, CPM, DYRK3, CLIC4, WBP2, H2-Q6, HBB-B2, ATP2A3, LRMP, ADRB2, GIMAP6, ACTB, ALAD, PPP2CB, STIP1, SNN, CNR2, CCL5, TRA2A, NFKBIZ, CCR7, CYTIP, CTSE, KPNA1, HIST1H1C, EGR1, PRNP, CD164, MBNL1, TPM4, GADD45A, STAT3, F2R, LAPTM5, LSM4, GADD45G, TPST2, LASS2, KLF7, IMPACT, DAD1, PRKAR1A, PDCD4, TXNIP, FCER2A, PRKD2, CSNK1G2, BC031781
106	RARG_ChIP-ChIP_MEF_Mouse	2.67e-08	-1.02	16.81	MBNL1, CEBPB, AHCTF1, CHKA, BHLHB2, EMP1, UNC84B, LASS2, TPST2, RILPL2, FTH1, JUNB, SQSTM1, SKIL, RPL19, 3110001A13RIK, HIST1H1C
