	Term	p-value	z-score	CS	Related Genes
66	NR0B1_ChIP-ChIP_MESC_Mouse	9.45e-11	-1.14	24.53	RNF10, DYRK3, CMAS, TFRC, LDB1, MGST3, MRPS12, BHLHB2, ATP5C1, ETFA, PPOX, COMT, HS6ST1, 2310003F16RIK, DEDD2, NUDT4, PRDX2, RPL7A, SEC61G, E2F2, CTSB, TMEM14C, MAP2K3, FAHD1, HIST1H2AN, TXNRD2, PABPC4, SEMA4B, H2AFX, BSDC1, ASNS, MT1, COX6C, RPS26, PHF5A, SLC25A39, NDUFS7, ST5, TAL1, MKRN1, KLF9, HAGH
67	ESRRB_ChIP-Seq_MESC_Mouse	1.36e-10	-1.14	24.1	PSCD3, GGNBP2, GYPC, MGST3, ODC1, ATP5C1, DLST, ETFA, ICAM4, COMT, FCHO1, E2F2, ST3GAL5, NDUFV1, CTSB, TMEM14C, HIST1H1C, FN3K, KLHDC2, SPECC1, PAQR9, SLMO2, FAHD1, 3110056O03RIK, GLRX5, APLP2, LMO2, AP1B1, SFRS2, COX6C, THOC4, THOC7, TPCN1, 1700037H04RIK, EIF5, ST5, MAFG, BOLA3
68	SOX2_ChIP-ChIP_MESC_Mouse	2.57e-09	-1.31	24.08	AHCTF1, RPL3, MCM7, HS6ST1, HEBP1, RPL7A, FTL1, UBB, WBP5, HIST1H2AG, SLC38A2, TAPT1, HIST1H3E, HIST1H1C, KLF13, GPX1, HIST1H2AH, UROS, ATPIF1, ASNS, SFRS2, SFRS1, TPCN1, 3300001G02RIK, SERINC3, SSBP3, ATF4
69	RUNX1_ChIP-Seq_MEGAKARYOCYTES_Human	7.16e-24	-0.48	24.04	RB1, OTUD5, TFRC, CD82, ATP5C1, SLC4A1, GHITM, APEH, HS6ST1, EEF1B2, RABGEF1, FAM134A, RPS16, RNF19A, FTH1, HIST1H2AG, FADS1, MAP2K3, HIST1H2AH, RPS8, DAPK2, IFRD2, RPL23, APLP2, LMO2, ANK1, HCFC1, MRPS18C, ANAPC5, UBA52, ATF4, TBCEL, GGNBP2, FECH, GYPC, MGST3, CDCA8, MRPL14, ATP5H, DEDD2, PRDX2, UGCG, UBB, PRKAR2B, ST3GAL5, SLC38A2, NFE2, HSPA8, CDT1, SIVA1, GADD45A, EIF2AK1, ASNS, MEMO1, LSM4, UBAC1, RPS26, COL5A1, RPS29, MKRN1, ANP32E, TMCC2, GCLM, AARS, CLIC4, MCM7, LDB1, MRPS12, HIST2H2AB, HEBP1, TUBA1B, RPLP2, CTSE, LBR, KLF13, H2AFX, RPS3A, DYNLL1, RANGAP1, TUBB2C, PACS2, TAL1, TAX1BP1, BIRC5, MNS1, PABPC1, CD47, ARF5, WBP2, ODC1, DLST, CLCN3, NT5C3, TRAK2, DNAJB1, LMNA, E2F2, ACSS1, RIOK3, TXNRD2, PDAP1, COX6C, SLC25A38, GFI1B, CSDA, PHF5A, ST5, RPA3, KLF9, HDGF, AGRN
70	STAT4_ChIP-ChIP_TH1  _Mouse	4.27e-08	-1.46	23.01	CD82, GYPC, PON2, HBB-B2, BHLHB2, DNAJB1, PRDX2, UBB, FTH1, WBP5, NUSAP1, HIST1H2AG, KNTC1, CTSE, NDUFV1, RAB8B, CTSB, HIST1H1C, 2810453I06RIK, D12ERTD647E, HIST1H2AH, RIOK3, GADD45A, SPHK1, EIF2AK1, H2AFX, NIPA1, DEK, MT1, PDZK1IP1, LSM4, IIGP2, D17WSU92E, HIST2H3B, PHF5A, IFI27, EEF1D, IGTP, CD47, AARS
71	SOX2_ChIP-ChIP_HESC_Human	5.19e-08	-1.46	22.74	CLIC4, CD82, CETN3, HIST2H2AB, RPL36A, NUDT4, NUSAP1, KNTC1, SLC38A2, HIST1H3E, PRNP, NFE2, USP7, H3F3B, HIST1H2AI, HIST1H2AH, STARD10, ARRDC3, H2AFX, ORC6L, RPS3A, LSM4, RPS26, PHF5A, TAL1, RPS29, MORF4L2, RANBP10, SSBP3, BAT5, ATF4
72	PHF8_ChIP-Seq_HELA_Human	7.77e-12	-0.92	21.98	AHCTF1, FEN1, GGNBP2, TFRC, ARL6IP1, CDCA8, ETFA, PPOX, PSMD8, PRDX2, DNAJB1, RPL7A, TUBA1B, SRR, BTAF1, FNTB, RPLP2, KNTC1, LBR, CDT1, GCH1, H3F3B, RPS8, SPHK1, RPL23, ARRDC3, H2AFX, SFRS2, HNRNPAB, SOD1, TPCN1, SLC25A38, RPS26, TUBB2C, CSDA, LPCAT3, RANBP10, ANP32E, HDGF, GCLM, ATF4
73	JARID1A_ChIP-Seq_MESC_Mouse	4.75e-13	-0.8	21.18	OTUD5, FEN1, RPL3, PIGQ, ATP5C1, GHITM, EEF1B2, PSMD8, RPS16, PSMD4, SEC61G, GLRX5, RPL23, ATPIF1, DNTTIP1, KIF22, MRPS18C, NDUFS7, PSME3, 1100001G20RIK, ANAPC5, HAGH, MGST3, COX17, CDCA8, ATP5H, CLCN3, 2310003F16RIK, DEDD2, NUP85, BAG1, PSMF1, RPS2, NDUFV1, 2510006D16RIK, FAHD1, 3110056O03RIK, PHF10, UROS, GINS4, PDAP1, ORC6L, COX6C, SFRS2, UBAC1, PHF5A, EIF5, EIF3K, EIF3I, CENPL, RANBP10, SERINC1, NCAPD3
74	RUNX1_ChIP-Seq_EML_Mouse	6.76e-13	-0.8	20.99	OTUD5, TBCEL, MCM7, ENDOD1, RPS27L, SLC4A1, ADIPOR1, TSPAN33, ALAD, 2700029M09RIK, HEBP1, RPL7A, BTAF1, RNF19A, HMGN2, CTSE, LBR, CDR2, HIST1H1C, FN3K, NFE2, HSPA8, UBE2H, KLF13, 3110056O03RIK, HIST1H2AI, RSAD2, SIVA1, HIST1H2AH, RIOK3, ACSL1, SPHK1, JOSD2, DEK, MT1, DYNLL1, THOC4, UBAC1, ISG20, D17WSU92E, HIST2H3B, SLC25A39, NDUFS7, TAX1BP1, UBE2O, UBA52, SSBP3
75	ERG_ChIP-Seq_HPC-7_Mouse	5.78e-13	-0.75	19.88	OTUD5, CMAS, CETN3, ICAM4, EEF1B2, RPL7A, FAM134A, RPS16, HIST1H2AF, FADS1, BCAS2, CTSB, MAP2K3, 2810453I06RIK, HIST1H2AI, HIST1H2AH, ACSL1, H2AFX, 1810027O10RIK, EEF1G, HIST2H3B, TFDP2, TAX1BP1, RPL24, MCM5, MNS1, ANK, ATF4, ODC1, DLST, RPS27L, MRPL14, CENPA, 2700029M09RIK, DNAJB1, UBB, HIST1H3E, PRNP, HSPA8, TXNRD2, BSDC1, ORC6L, MT1, SFRS2, SOD1, PQLC1, ST5, ANP32E, GCLM, RPS24
76	ETS1_ChIP-Seq_JURKAT_Human	2.04e-11	-0.87	19.87	RNF10, AHCTF1, FEN1, RPL3, WBP2, MGST3, COX17, CDCA8, GHITM, TRAK2, PSMD8, RPS16, PSMD4, UROD, SEC61G, FNTB, PSMD1, RPLP2, PSMF1, NDUFV1, BCAS2, RAB8B, MAP2K3, IFRD2, RPL23, RPS3A, JOSD2, PRKAB1, UBAC1, SFRS1, MRPS18C, RPS26, EIF5, EIF3K, NDUFS7, PSME3, RANBP10, BIRC5, RPL24, ANAPC5, UBA52, BAT5
77	SOX2_ChIP-Seq_SW620_Human	2.21e-11	-0.86	19.7	PSCD3, DYRK3, CLIC4, CMAS, CD82, MIR16, UBE2L6, COMT, NUDT4, ALAD, UROD, NPTN, FADS1, CTSB, BNIP3L, ATP6AP1, ACSL1, RPL23, LMO2, DNTTIP1, CARHSP1, NGFRAP1, IFI27, ALDH1A1, BIRC5, BLVRB, XIST, MNS1, ATF4, SLC43A1, BHLHB2, TRAK2, UGCG, SRR, TSPAN8, LMNA, ST3GAL5, ACSS1, RHBDL2, SLC38A2, SLC38A5, CDR2, UBE2H, PHF10, GADD45A, SEMA4B, STARD10, ASNS, PDZK1IP1, SH3YL1, PQLC1, RANBP10, AGRN, GCLM, AARS
78	FOXM1__CHIP-SEQ_Hek293 flp-in	3.87e-12	-0.78	19.22	CLIC4, GGNBP2, LDB1, UHRF1, CETN3, CDCA8, ATP5H, MKI67, CENPA, DEDD2, NUDT4, FAM132A, UGCG, TUBA1B, UROD, LMNA, NPTN, NUSAP1, ST3GAL5, HMGN2, LBR, SNCA, HIST1H1C, NFE2, PRNP, HSPA8, RPS8, SPHK1, SEMA4B, ATPIF1, MEMO1, JOSD2, JOSD1, DYNLL1, ANK1, RPS26, EIF5, LPCAT3, KLF9, CENPL, ANP32E, TXNIP, BLVRB, HDGF, XIST, GCLM, TRIM10, SSBP3
79	ESR1_ChIP-ChIP_ liver_Mouse	1.64e-07	-1.29	18.64	RPL3, MIR16, IFRD2, ETFA, ICAM4, PLRG1, SFRS2, CENPA, SOD1, EEF1B2, PHF5A, UBB, BIRC5, HAGH, GCLM, TMEM14C, CTSB
80	CTCF_ChIP-Seq_MESC_Mouse	1.52e-09	-0.94	17.74	ISCA1, GYPA, WBP2, MGST3, MRPS12, RPL36A, BUTR1, PPOX, CLCN3, ADIPOR1, PSMD8, 4930570C03RIK, FNTB, PSMD1, NDUFV1, RAB8B, 2810453I06RIK, EIF2AK1, PABPC4, DAPK2, LMO2, GINS4, RPS3A, PRKAB1, 2900010M23RIK, LSM4, D030056L22RIK, RPS26, SLC25A38, SLC25A37, GFI1B, TFDP2, RPS29, 1190007F08RIK, MCM5, 3300001G02RIK, GCLM, SERINC3
81	SCL_ChIP-Seq_MEGAKARYOCYTES_Human	4.04e-11	-0.79	17.53	DYRK3, ISCA1, FECH, GYPC, ODC1, APEH, PPOX, HS6ST1, ARHGAP21, CCNB1, TSPAN8, PRKAR2B, FTH1, FNTB, TAPT1, SNCA, CTSB, MAP2K3, RBM38, NFE2, KLF13, GPX1, SMOX, RIOK3, ACSL1, EIF2AK1, SEMA4B, LMO2, RPS3A, PRKAB1, ANK1, LSM4, TPCN1, DARC, GFI1B, PQLC1, TFDP2, SLC6A9, ALDH1A1, KLF9, RHAG, TMCC2, PABPC1, CD47
82	THAP11_ChIP-Seq_MESC_Mouse	1.69e-07	-1.21	17.47	RBM38, SPECC1, RNF10, CMAS, WBP2, IFRD2, CDCA8, RPS27L, JOSD2, SFRS2, GTPBP2, RANGAP1, A130092J06RIK, SFRS1, RPS26, NDUFS7, FNTB, RPLP2, HIST1H2AG, PABPC1, NDUFV1, ATF4, CTSB, RAB8B
83	VDR_ChIP-Seq_THP-1_Human	1.48e-09	-0.91	17.14	TFRC, CD82, GYPC, UHRF1, CETN3, HIST2H2AB, MPO, TUBA1B, HIST1H2AG, HIST1H1C, NFE2, CDT1, HSPA8, KLF13, GPX1, PHF10, H3F3B, ACSL1, GADD45A, PABPC4, ARRDC3, LMO2, H2AFX, PDAP1, HNRNPAB, TUBB2C, IFI27, MORF4L2, KLF9, CENPL, PGP, PABPC1, AGRN, ATF4
84	SFPI1_ChIP-Seq_HPC-7_Mouse	3.39e-13	-0.62	16.52	OTUD5, CMAS, TFRC, HS6ST1, EEF1B2, SAMD14, FAM134A, RPS16, FTH1, NPTN, RPLP2, TMEM14C, HIST1H2AI, ACSL1, IFRD2, GLRX5, AP1B1, PLRG1, D030056L22RIK, EEF1G, TFDP2, BOLA3, HAT1, TAX1BP1, PGP, BIRC5, MCM5, UHRF1, ODC1, COX17, RPL36A, DLST, ADIPOR1, 2310003F16RIK, DNAJB2, 2700029M09RIK, DNAJB1, UGCG, HIST1H3E, KLHDC2, RBM38, FN3K, CAR2, TXNRD2, BSDC1, ORC6L, LSM4, SFRS1, 1700037H04RIK, EIF5, EIF3K, PQLC1, LPCAT3, ANP32E, NCAPD3, GCLM
85	SALL4_ChIP-ChIP_MESC_Mouse	1.59e-07	-1.11	16.05	DYRK3, AHCTF1, RPL3, CMAS, LDB1, UHRF1, ENDOD1, BHLHB2, HS6ST1, NUDT4, RABGEF1, UBB, FIGNL1, E2F1, SLC38A2, BNIP3L, UBE2H, RPS8, RPL23, ASNS, DEK, EIF5, PQLC1, KLF9, UBE2O, GCLM, SSBP3
86	EGR1_ChIP-Seq_ERYTHROLEUKEMIA_Human	4.79e-20	-0.38	15.78	OTUD5, CMAS, RPL3, CD82, UBE2L6, SLC4A1, MKI67, COMT, HS6ST1, MPO, AQP1, NUDT4, SAMD14, HMGN2, MAP2K3, BNIP3L, PAQR9, USP7, ACSL1, RPS8, APLP2, LMO2, RFX2, GTPBP2, THOC4, ANK1, THOC7, BOLA3, ABCG4, MGST3, BHLHB2, DEDD2, ARHGAP21, PRDX2, UGCG, PRKAR2B, FIGNL1, ST3GAL5, RHBDL2, SPECC1, KLHDC2, HSPA8, CDT1, UBE2H, PHF10, GADD45A, EIF2AK1, BSDC1, LSM4, EIF5, SLC6A9, COL5A1, MAFG, MKRN1, RANBP10, ANP32E, UBE2O, TMCC2, GCLM, RPS24, GSTM5, AARS, PSCD3, RNF11, CLIC4, DYRK3, MCM7, PIGQ, ALAD, NPTN, RPLP2, LBR, RAB8B, CTSB, KLF13, SPHK1, PABPC4, H2AFX, JOSD2, DYNLL1, JOSD1, TUBB2C, ERAF, PACS2, TAL1, BIRC5, MCM6, PABPC1, ARF5, UHRF1, WBP2, SLC43A1, TSPAN33, FZR1, FCHO1, LMNA, RPS2, ACSS1, RBM38, GCH1, TXNRD2, RIOK3, RYK, SEMA4B, PDAP1, TPCN1, SOD1, KLF1, SLC25A37, GFI1B, SLC25A39, RPA3, KLF9, HDGF, SSBP3, BAT5, GRINA
87	MECOM_ChIP-Seq_KASUMI_Mouse	1.78e-11	-0.68	15.66	HEMGN, CD82, ARL6IP1, MGST3, SLC43A1, DLST, RPS27L, ICAM4, CENPA, NT5C3, SAMSN1, HS6ST1, DEDD2, TRAK2, UGCG, RABGEF1, TUBB5, PRKAR2B, FTH1, RNF19A, LMNA, NPTN, RPLP2, CTSE, RAB8B, SNCA, KLHDC2, TMOD1, BNIP3L, NFE2, EIF2AK1, LMO2, NIPA1, KIF22, TPCN1, KLF1, D17WSU92E, SLC25A37, CSDA, GFI1B, PACS2, LPCAT3, RANBP10, ANP32E, TXNIP, TMCC2, MCM6
88	KDM5B_ChIP-Seq_MESC_Mouse	1.67e-18	-0.4	15.62	RNF10, AHCTF1, TFRC, ATP5C1, GHITM, MKI67, NUDT4, RPS16, SEC61G, NPTN, NUSAP1, TLK1, PSMD1, KNTC1, HMGN2, LBR, CTSB, MAP2K3, USP7, ACSL1, RPL23, SPHK1, PABPC4, APLP2, ARRDC3, LMO2, DNTTIP1, AP1B1, RFX2, KIF22, RANGAP1, PRKAB1, THOC4, ANK1, HCFC1, EEF1G, TFDP2, TAL1, PSME3, HAT1, TAX1BP1, MCM4, BIRC5, MCM5, ANAPC5, MCM6, MNS1, PABPC1, TBCEL, GGNBP2, CDCA8, DLST, SRR, CCNB1, BTAF1, UBB, FCHO1, NUP85, FIGNL1, SLC38A2, PHF10, RIOK3, RPA1, IRGM1, ASNS, ORC6L, BSDC1, DEK, MT1, COX6C, SFRS2, HNRNPAB, SFRS1, SOD1, CSDA, EIF5, 1810022K09RIK, PRC1, LPCAT3, MKRN1, UBE2O, SERINC1, NCAPD3, AARS
89	TAF7L_ChIP-Seq_C3H10T1-2_Mouse	1.52e-06	-1.26	15.58	BNIP3L, ISCA1, CLIC4, GGNBP2, ARL6IP1, ACSL1, GADD45A, BHLHB2, ETFA, RPS3A, SFRS2, D17WSU92E, CARHSP1, EIF5, SLC25A39, PHF5A, UBB, NUP85, CYB5, KLF9, TXNIP, PSMF1, CD47
90	MYC_ChIP-Seq_BL_Human	6.16e-07	-1.15	15.26	RBM38, MAP2K3, CDT1, HSPA8, KLF13, LDB1, TXNRD2, WBP2, ODC1, SLC43A1, MEMO1, HNRNPAB, SFRS1, TPCN1, SLC25A38, TUBA1B, SLC25A39, SLC6A9, E2F1, PABPC1, SLC38A2, GRINA
91	SALL4_ChIP-ChIP_XEN_Mouse	1.96e-07	-1.06	15.17	DYRK3, AHCTF1, LDB1, CLCN3, NUDT4, TSPAN8, UBB, FIGNL1, 5730469M10RIK, E2F1, SLC38A2, BNIP3L, CAR2, UBE2H, FAHD1, GADD45A, APLP2, ASNS, ORC6L, DEK, CARHSP1, EIF5, ALDH1A1, SSBP3, ANK, GSTM5
92	SREBP1_ChIP-Seq_LIVER_Mouse	1.76e-07	-1.04	15.03	SPECC1, PAQR9, H3F3B, GADD45A, PABPC4, DAPK2, BHLHB2, MRPL14, JOSD2, MT1, GTPBP2, RANGAP1, CLCN3, SAMSN1, TRAK2, PRDX2, SLC25A37, RPL7A, MYD116, FNTB, HDGF, GRINA
93	HOXC9_ChIP-Seq_NEUROBLASTOMA BE2-C_Human	5.05e-11	-0.67	14.86	RPL3, TFRC, HIST2H2AB, RPL36A, DLST, PPOX, CENPA, AQP1, EEF1B2, RPL7A, SAMD14, RPS16, UBB, PSMD4, FTH1, SEC61G, FIGNL1, FNTB, NUSAP1, RPS2, NDUFV1, HIST1H1C, TMOD1, FAHD1, GCH1, SIVA1, HIST1H2AH, RPS8, APLP2, ATPIF1, ORC6L, RPS3A, PLRG1, COX6C, LSM4, RPS26, SLC25A38, EIF3K, RPS29, TAX1BP1, RANBP10, RPL24, ANAPC5, TMCC2, RPS24, BAT5, AARS
94	SOX2_ChIP-Seq_MESC_Mouse	7.44e-07	-1.13	14.78	HIST1H2AN, MCM7, GADD45A, H2AFX, RFX2, BSDC1, DYNLL1, D030056L22RIK, PSMD8, RPS26, TUBB5, UBB, MKRN1, CENPL, ANAPC5, CDR2, HIST1H1C
95	FLI1_ChIP-Seq_HPC-7_Mouse	1.99e-11	-0.63	14.48	OTUD5, CMAS, ARL6IP1, WBP2, PON2, UBE2L6, CENPA, 2310003F16RIK, MPO, RNASET2B, EEF1B2, DNAJB2, FTL1, UBB, FTH1, NPTN, PSMD1, CTSE, HIST1H3E, HIST1H1C, KLHDC2, CDT1, RPL41, FAHD1, GPX1, 3110056O03RIK, HIST1H2AI, RIOK3, UROS, GLRX5, DNTTIP1, 2900010M23RIK, LSM4, SFRS1, MRPS18C, EEF1G, SLC25A38, ISG20, GFI1B, PQLC1, NDUFS7, TAL1, CENPL, TAX1BP1, TXNIP, BLVRB, NCAPD3, ATF4
96	GABP_ChIP-Seq_HepG2_Human	2.23e-12	-0.57	14.31	RB1, OTUD5, MCM7, ARL6IP1, GHITM, APEH, RABGEF1, FAM134A, RPS16, SEC61G, RNF19A, FADS1, SPHK1, GLRX5, ARRDC3, AP1B1, DNTTIP1, PLRG1, PRKAB1, THOC4, HCFC1, TUBB2C, NDUFS7, PACS2, HAT1, TAX1BP1, UBA52, MCM2, CCDC23, DLST, MRPL14, ATP5H, DEDD2, BTAF1, NUP85, FIGNL1, PSMF1, RPS2, KLHDC2, RBM38, CDT1, SLMO2, RPL41, H3F3B, RIOK3, UROS, STARD10, PDAP1, MEMO1, SFRS2, LSM4, UBAC1, SFRS1, ST5, LPCAT3, MKRN1, SERINC1, NCAPD3
97	TCF3_ChIP-ChIP_MESC_Mouse	3.35e-09	-0.7	12.6	HEMGN, OTUD5, DYRK3, RPL3, CMAS, TFRC, LDB1, UHRF1, MGST3, SLC43A1, HIST2H2AB, BHLHB2, HS6ST1, ARHGAP21, FTL1, UBB, SEC61G, FIGNL1, LMNA, E2F1, ACSS1, BCAS2, HIST1H1C, HIST1H2AN, KLF13, D12ERTD647E, SEMA4B, H2AFX, ASNS, MT1, JOSD1, DYNLL1, RPS26, SLC6A9, ST5, RPS29, TAL1, MKRN1, KLF9, CENPL, RANBP10, PABPC1, CD47, GCLM, SSBP3, MCM2
98	GATA6_ChIP-Seq_YYC3_Human	1.31e-10	-0.59	12.53	AHCTF1, GGNBP2, CMAS, MGST3, ATP5C1, DLST, ETFA, PPOX, MKI67, ADIPOR1, CENPA, TRAK2, ARHGAP21, UBB, TSPAN8, FTH1, FNTB, E2F1, NUSAP1, CTSE, ACSS1, BCAS2, HIST1H1C, KLHDC2, UBE2H, GADD45A, IFRD2, RPL23, ARRDC3, ATPIF1, BSDC1, PDZK1IP1, PRKAB1, EEF1G, ISG20, SLC6A9, PSME3, LPCAT3, MAFG, KLF9, TAX1BP1, ANP32E, SERINC3, SSBP3, RPS24, ARF5
99	CNOT3_ChIP-ChIP_MESC_Mouse	3.68e-08	-0.74	11.8	MCM7, ATP5C1, HS6ST1, RPL7A, FZR1, PRKAR2B, HIST1H2AD, HIST1H2AF, RPS2, HMGN2, HIST1H3E, RBM38, PAQR9, KLF13, HIST1H2AI, HIST1H2AH, RIOK3, RPS8, APLP2, LMO2, H2AFX, ATPIF1, RPA1, ORC6L, KIF22, JOSD1, PRKAB1, A130092J06RIK, HIST2H3B, TAL1, MAFG, CENPL, UBE2O, TMCC2, NCAPD3
100	PRDM14_ChIP-Seq_MESC_Mouse	1.74e-10	-0.56	11.79	DYRK3, GGNBP2, CMAS, UHRF1, MRPS12, TSPAN33, NUDT4, DNAJB1, UGCG, ARHGAP21, RNF19A, PSMF1, LBR, SLC38A2, BCAS2, TAPT1, CAR2, NFE2, HSPA8, KLF13, GADD45A, DAPK2, GLRX5, SEMA4B, ARRDC3, H2AFX, ATPIF1, RPA1, ASNS, RPS3A, PLRG1, TYMS-PS, MT1, THOC7, ISG20, DARC, CSDA, GFI1B, NGFRAP1, EIF3K, MKRN1, KLF9, UBE2O, HDGF, CD47
101	NANOG_ChIP-ChIP_HESC_Human	3.91e-07	-0.85	11.66	RB1, RPL3, TFRC, LDB1, FECH, APLP2, CDCA8, ICAM4, DEK, PLRG1, 2310003F16RIK, D030056L22RIK, DEDD2, SH3YL1, TUBA1B, TUBB5, UBB, UROD, NUP85, BLVRB, KNTC1, LBR, RAB8B
102	NR1I2_ChIP-Seq_LIVER_Mouse	2.44e-06	-0.96	11.47	PAQR9, CLIC4, KLF13, GYPC, TXNRD2, GADD45A, DAPK2, GLRX5, STARD10, BHLHB2, DEK, PLRG1, CLCN3, COMT, SLC25A37, SH3YL1, PQLC1, LMNA, RANBP10, 1100001G20RIK, ST3GAL5, AGRN, ANK
103	FOXP2_ChIP-Seq_PFSK-1 AND SK-N-MC_Human	4.30e-08	-0.72	11.44	RNF11, CLIC4, GGNBP2, UHRF1, RPS27L, PPOX, RABGEF1, UBB, FTH1, KLHDC2, BNIP3L, HSPA8, RIOK3, SMOX, ARRDC3, LMO2, MEMO1, TPCN1, TFDP2, MKRN1, KLF9, ANP32E, MCM4, PABPC1, SERINC3
104	SCL_ChIP-Seq_HPC-7_Human	7.83e-06	-1.01	11.03	RBM38, NFE2, RABGEF1, GFI1B, MYD116, TAL1, ODC1, E2F2, HDGF, RHAG, ANK
105	FOXO1_ChIP-Seq_T-LYMPHOCYTE_Mouse	1.31e-10	-0.51	10.87	TBCEL, LDB1, MCM7, CD82, CETN3, SLC43A1, ATP5H, NT5C3, HS6ST1, DEDD2, EEF1B2, ARHGAP21, SAMD14, FAM134A, UBB, LMNA, BAG1, NPTN, TLK1, ACSS1, RBM38, CDT1, SLMO2, KLF13, GCH1, SMOX, ARRDC3, RPA1, HCFC1, TPCN1, ISG20, D17WSU92E, TUBB2C, CSDA, EIF3K, TFDP2, LPCAT3, BOLA3, TAX1BP1, TXNIP, BIRC5, PABPC1, CD47, GCLM, UBA52, SSBP3
106	ZFP281_ChIP-ChIP_E14_Mouse	3.57e-08	-0.68	10.75	HEMGN, GGNBP2, TFRC, LDB1, GYPC, UHRF1, BHLHB2, ALAD, FTL1, TUBB5, MYD116, UBB, FIGNL1, WBP5, TLK1, HMGN2, CDR2, SNCA, CTSB, HSPA8, UBE2H, PABPC4, STARD10, SFRS2, 2900010M23RIK, SFRS1, 1700037H04RIK, TUBA6, 5730593F17RIK, EIF5, NGFRAP1, COL5A1, SLC6A9, MKRN1, KLF9, TXNIP, HDGF, ANAPC5, GCLM, SSBP3, GRINA
107	NANOG_ChIP-Seq_MESC_Mouse	2.06e-10	-0.51	10.69	RB1, RNF10, DYRK3, FEN1, CMAS, LDB1, MRPS12, HS6ST1, RABGEF1, FTL1, MYD116, SEC61G, TLK1, EAR4, RAB8B, HIST1H1C, HIST1H2AN, GPX1, RPS8, IFRD2, RPL23, H2AFX, RFX2, RPS3A, D030056L22RIK, TUBB2C, HAT1, CD47, UHRF1, SLC43A1, BHLHB2, ATP5H, CLCN3, ADIPOR1, CENPA, UGCG, H2-EA, ARHGAP21, CD59A, FIGNL1, BAG1, E2F2, NDUFV1, GADD45A, SEMA4B, ASNS, DEK, MT1, IIGP2, RPS26, ISG20, 1700037H04RIK, CSDA, GFI1B, RPS29, MKRN1, KLF9, UBE2O, HDGF
108	RUNX1_ChIP-Seq_HPC-7_Mouse	3.73e-08	-0.67	10.66	DYRK3, CLIC4, GGNBP2, WBP2, PIGQ, ADIPOR1, MPO, ALAD, DNAJB1, UGCG, FAM134A, FTH1, E2F2, FADS1, PRNP, ACSL1, GLRX5, IFRD2, STARD10, PDZK1IP1, GFI1B, PHF5A, TAX1BP1, TXNIP, HDGF, RHAG, NCAPD3, HAGH, ANK
109	WT1_ChIP-ChIP_NEPHRON PROGENITOR_Mouse	2.23e-08	-0.65	10.56	GGNBP2, TFRC, BHLHB2, APEH, NUDT4, 4930570C03RIK, TUBB5, FCHO1, PRKAR2B, LMNA, 5730469M10RIK, NPTN, 6330505N24RIK, ST3GAL5, ACSS1, SLC38A2, FADS1, HIST1H1C, FN3K, BNIP3L, UBE2H, FAHD1, KLF13, PHF10, SIVA1, SPHK1, DEK, DYNLL1, 2900010M23RIK, SLC25A37, SLC25A39, COL5A1, SLC6A9, KLF9, ANAPC5, ARF5, GRINA
110	SMAD3_ChIP-ChIP_HaCaT_Human	1.41e-08	-0.59	9.98	RNF11, RPL3, MIR16, UHRF1, MGST3, BHLHB2, RPS27L, ETFA, CLCN3, SAMSN1, DNAJB2, ARHGAP21, FZR1, FNTB, NPTN, NUSAP1, ST3GAL5, HIST1H2AD, RPLP2, HMGN2, SLC38A2, FADS1, CTSB, MAP2K3, SPECC1, PRNP, H3F3B, SMOX, RIOK3, GADD45A, RYK, H2AFX, PDAP1, ORC6L, RANGAP1, ST5, TAX1BP1, RPL24, HDGF, GCLM, SSBP3
111	STAT3_ChIP-Seq_MESC_Mouse	4.62e-06	-0.87	9.94	HSPA8, CMAS, ARL6IP1, SEMA4B, ODC1, SLC43A1, ASNS, MT1, COX6C, LSM4, TUBB5, NDUFS7, TAL1, FIGNL1, KLF9, PABPC1, AARS
112	SMAD2_ChIP-ChIP_HaCaT_Human	1.41e-08	-0.58	9.8	RNF11, RPL3, MIR16, UHRF1, MGST3, BHLHB2, RPS27L, ETFA, CLCN3, SAMSN1, DNAJB2, ARHGAP21, FZR1, FNTB, NPTN, NUSAP1, ST3GAL5, HIST1H2AD, RPLP2, HMGN2, SLC38A2, FADS1, CTSB, MAP2K3, SPECC1, PRNP, H3F3B, SMOX, RIOK3, GADD45A, RYK, H2AFX, PDAP1, ORC6L, RANGAP1, ST5, TAX1BP1, RPL24, HDGF, GCLM, SSBP3
113	SPI1_ChIP-Seq_THIOMACROPHAGE_Mouse	6.20e-09	-0.55	9.61	CMAS, CD82, 1810064F22RIK, PPOX, ADIPOR1, FNTB, NPTN, ST3GAL5, TLK1, KNTC1, SLC38A2, FADS1, GCH1, GADD45A, RYK, UROS, IFRD2, RPL23, ATPIF1, AP1B1, RFX2, DNTTIP1, GTPBP2, LSM4, DARC, 2210023G05RIK, HIST2H3B, SLC6A9, MKRN1, KLF9, 1100001G20RIK, BIRC5, CHI3L4, XIST, S100A9, ARF5, CDKN3, GRINA
