	Term	p-value	z-score	CS	Related Genes
64	EGR1_ChIP-Seq_ERYTHROLEUKEMIA_Human	2.64e-23	-0.56	27.47	APP, MIDN, OLFML2B, ZFAND3, GMFG, ZFP36, VPREB1, LGALS1, HNRPL, RASSF5, RPS6KA1, COTL1, SIRPA, MYEOV2, PGLYRP1, TMSB10, JUNB, RPS12, SEPX1, LMO4, ACTN1, SSU72, TALDO1, HMHA1, CYBA, ATP1B1, PGD, SCAMP2, EEF1A1, DOK3, BOLA2, SPATA13, LY6D, RIN3, PRTN3, TAGLN2, RPL29, PPIA, VPS28, ATF3, LY6E, CBFB, GATA2, ZFP36L1, GNG10, PRDX5, AXUD1, SLC15A3, MARK2, NADK, EGR1, NAPSA, DSTN, SLC6A6, BCL6, ARPC3, RPL27A, GNB2, LCN2, MAN2B1, DEGS1, DYNLRB1, MYD88, BTG1, WDR1, RNPEPL1, HIBADH, ARPC1B, ATP2A3, ARRB2, RCSD1, LITAF, PIK3CG, TRIOBP, LASP1, LBH, ALDH2, BCL7A, GM2A, RAC2, SH3BGRL3, ACADM, CLIC1, RAB8A, LYPLA2, CD52, H2AFY, ANXA3, TSC22D3, EMP3, MMP9, APRT, RHOB, IRF2, ADSSL1, SLC25A5, HCST, GAPDH, CD63, CEBPB, GRN, NEDD9, CXCR4, PRCP, ATP1A1, COX5A, GNAI2, CST3, LRRC8D, CSK, CKB, RPL18, SEMA4A, CMTM6, LAPTM5, ARID3A, SORL1, SC4MOL, KLF2, PPP1CA, KLF6, ZYX, CD9, PTPN6, P4HB, PI16, MYO1F
65	NANOG_ChIP-Seq_MESC_Mouse	7.89e-16	-0.83	27.29	IFITM1, IFITM2, HIBADH, WDR1, SLC2A3, ENO1, VPREB3, RPS14, LASP1, VPREB1, RPS19, ALDH2, TMSB4X, RAC2, SIRPA, SH3BGRL3, OSTF1, EMB, TMSB10, RPS13, IFITM6, TPD52, H2AFY, DUSP1, LMO4, ACTN1, PGD, ATP1B1, SCAMP2, RHOB, EEF1A1, ACLY, DNAJC7, CDC42EP3, LTB, GAPDH, PPIA, ATF3, LY6E, PRR13, GSTP1, POMP, TWF2, CXCR4, ATP1A1, IQGAP1, COX5A, GNAI2, CLN5, ZFP36L1, CST3, SERPINB1A, LDHA, P2RY5, AXUD1, ADRBK1, SPP1, CKB, CD14, SLC15A3, MYLC2B, MCL1, MCTS1, PTPN18, 1200013B08RIK, PLEKHA2, G0S2, DSTN, KLF2, SLC6A6, CD9, TGFBI
66	GFI1B_ChIP-Seq_HPC-7_Mouse	2.24e-15	-0.84	26.8	RNPEPL1, RPL31, LST1, ATP2A3, ARRB2, RPL10A, LGALS1, LBH, GM2A, TSPO, SIRPA, CLIC1, RAB8A, ACTN1, MMP9, VAV1, 2310014H01RIK, TYROBP, CLEC4D, IRF2, RIN3, RPL27, LTB, HCST, PPIA, ARL8A, CBFB, PNKP, POMP, CDCA7, MGST2, PRCP, ACAA1A, COX5A, CLN5, TCTEX1D2, PSAP, LRRC8D, SLC15A3, MCL1, EGR1, NDFIP1, PKM2, LAPTM5, RAB27A, ARID3A, ARPC5, AI467606, HIGD2A, ARHGAP30, ZYX, PI16, 2310016M24RIK, MYO1F
67	MYC_ChIP-Seq_MESC_Mouse	5.10e-11	-1.2	26.79	CD63, MIDN, NDUFA13, RPL32, CBFB, RPL31, 5730427N09RIK, CDCA7, UNC84B, RPL10A, ACTB, MRPL33, RPS14, HNRPL, RPS19, RPL36AL, RPS3, RPL18, RPS13, MCL1, RPS12, RPS9, PKM2, RPS6, NME2, MIF, EEF1A1, ACLY, DNAJC7, RPL27A, DEGS1, RPL27, RPL29, PPIA, LY6E, ATP6V0E
68	CHD1_ChIP-ChIP_MESC_Mouse	2.06e-10	-1.26	26.46	IFITM2, RPL32, WDR1, RPL31, RPL34, SLC2A3, COX5A, ATP5L, HNRPL, GM2A, TMSB4X, SPP1, RPS3, TSPO, NDEL1, RPS12, RPS9, SEPX1, 2700094K13RIK, EMP3, MIF, SC4MOL, PPP1CA, MYL4, RPL27A, GNB2, VPS28, ITM2B, 2310008M10RIK
69	TTF2_ChIP-Seq_HELA_Human	5.34e-14	-0.91	26.14	EIF4A1, NDUFA13, BTG1, RPL32, RPN2, WDR1, RPL31, RPL34, ENO1, RPL10A, RPL9, ACTB, CLN5, ZFP36L1, RPS14, LASP1, PRDX5, LDHA, ZFP36, RPL36AL, RPS3, RPL18, RPS11, PRKACB, RPL39, JUNB, RPS13, NDEL1, MCL1, RPS12, NDUFA7, RPS9, DUSP1, RPS6, SSU72, RHOB, EEF1A1, SLC6A6, ARHGAP30, POU2AF1, RPL27A, CALM3, P4HB, RPL29, GAPDH, PFDN5
70	ASH2L_ChIP-Seq_MESC_Mouse	4.51e-19	-0.6	23.85	IFITM1, BTG1, IFITM2, HIBADH, WDR1, RPL31, ENO1, RPL9, MRPL33, UBL5, RPS14, LASP1, ZFP36, PSTPIP1, KRTCAP2, EMB, OSTF1, RPL39, RPS13, RPS12, TPD52, LYPLA2, H2AFY, SSR4, ACTN1, SSU72, TALDO1, H2AFV, ATP1B1, PGD, AKR1A4, 0910001L09RIK, EEF1A1, COX7A2L, DNAJC7, IL1B, CDC42EP3, ADPRH, ARHGEF3, TAGLN2, SGK1, ATP6V0E, POMP, CDCA7, TACSTD2, NEDD9, ATP1A1, IQGAP1, GNAI2, ATP5L, ZFP36L1, PLAC8, ADRBK1, SPP1, LRRC8D, INPP5K, CD14, MCL1, OSBPL9, EGR1, PTPN18, NDFIP1, PLEKHA2, SHFM1, CMTM6, OSM, DSTN, TBCA, SORL1, KLF2, HIGD2A, MARCKS, DHRS7, KLF6, ARPC3, GNB2, RPL27A, DYNLRB1, CRLF3, LRP10, 2310016M24RIK, ITM2B
71	ESR1_ChIP-ChIP_ liver_Mouse	1.09e-08	-1.37	23.53	SEMA4A, MGST1, LITAF, AKR1A4, ACTB, ATP5L, VPREB3, ACLY, DHRS7, COX7A2L, LRG1, BCL6, SLPI, ALDH2, CRLF3, B2M, PPIA, MYD88, SERF2
72	SMAD2_ChIP-ChIP_HaCaT_Human	1.52e-12	-0.9	22.96	APP, TNFAIP8, BTG1, RNPEPL1, GIMAP1, LRMP, ARRB2, RCSD1, ACTB, LGALS3, RASSF5, ARHGDIB, COTL1, CASP1, OSTF1, ATP6V1E1, JUNB, CAP1, TPD52, ANXA2, LMO4, ANXA3, ACTN1, NME2, TALDO1, H2AFV, MMP9, CDC42EP3, BOLA2, ARHGEF3, RIN3, TAGLN2, PFN1, ATF3, TACSTD2, GATA2, ZFP36L1, LDHA, AXUD1, ATP6V1D, NADK, MCL1, NDFIP1, PKM2, LAPTM5, DSTN, KLF6, CALM3, PLP2, TGFBI
73	SMAD3_ChIP-ChIP_HaCaT_Human	1.52e-12	-0.89	22.69	APP, TNFAIP8, BTG1, RNPEPL1, GIMAP1, LRMP, ARRB2, RCSD1, ACTB, LGALS3, RASSF5, ARHGDIB, COTL1, CASP1, OSTF1, ATP6V1E1, JUNB, CAP1, TPD52, ANXA2, LMO4, ANXA3, ACTN1, NME2, TALDO1, H2AFV, MMP9, CDC42EP3, BOLA2, ARHGEF3, RIN3, TAGLN2, PFN1, ATF3, TACSTD2, GATA2, ZFP36L1, LDHA, AXUD1, ATP6V1D, NADK, MCL1, NDFIP1, PKM2, LAPTM5, DSTN, KLF6, CALM3, PLP2, TGFBI
74	EP300_ChIP-Seq_FORBRAIN MIDBRAIN LIMB HEART_Mouse	2.07e-09	-1.21	22.57	MIDN, RPL32, CEBPE, GLO1, MGST2, CXCR4, ATP1A1, GATA2, RPL10A, RCSD1, ACTB, GNAI2, ZFP36L1, LGALS3, RPS14, LASP1, GNG10, LBH, AXUD1, EMB, MYLC2B, NADK, MCL1, EGR1, H2AFY, ANXA2, DUSP1, LMO4, ACTN1, RPS6, ARID3A, FOS, EEF1A1, MYL4, TSPAN14, KLF6, OSTM1, ARHGEF3, FOSB, RIN3, TAGLN2, PLP2, TGFBI, PFN1, GAPDH, 2310016M24RIK
75	SRY_ChIP-ChIP_EMBRYONIC GONADS_Mouse	2.20e-19	-0.55	22.34	MIDN, WDR1, RNPEPL1, ZFAND3, RPL34, ARPC1B, LST1, ATP2A3, AATK, PYGL, LITAF, SLC2A6, TRIOBP, ACTB, MRPL33, PIGX, VPREB3, UBL5, PSTPIP1, BCL7A, SIRPA, TSPO, SH3BGRL3, RPS11, NDEL1, LYPLA2, SEPX1, ACTN1, TSC22D3, TALDO1, HMHA1, CYBA, EMP3, ATP1B1, EEF1A1, ACLY, MYL6, DOK3, CDC42EP3, LTB4R1, ERP29, PRKD2, PRTN3, TAGLN2, RPL27, LTB, SGK1, GAPDH, PFDN5, LY6E, CD63, PFKFB4, CEBPE, HDC, POMP, NEDD9, PRCP, CORO1A, PLAC8, LDHA, ADRBK1, LRRC8D, CSK, SLC15A3, SERF2, SEMA4A, PTPN18, NAPSA, PKM2, 2010001M09RIK, OSM, MARCKS, DHRS7, LRG1, BGLAP2, LCN2, PLP2, MYD88, H2-AB1
76	PPARG_ChIP-PET_3T3-L1 preadipocyte _Mouse	1.13e-07	-1.47	21.94	MGST1, HP, MGST2, G0S2, DBI, COX5A, RHOB, CCL9, RPS19, ERP29, TAGLN2, ACADM, 2310016M24RIK, S100A8
77	TCF3_ChIP-ChIP_MESC_Mouse	1.72e-12	-0.86	21.84	IFITM1, MIDN, IFITM2, LRMP, SLC2A3, ENO1, VPREB3, RPS19, TMSB4X, CASP1, SIRPA, OSTF1, EMB, PRKACB, TMSB10, TPD52, DUSP1, LMO4, ACTN1, 2700094K13RIK, HMHA1, FOS, APRT, SLPI, CDC42EP3, ATF3, LY6E, PRR13, CD63, CBFB, CDCA7, NEDD9, UNC84B, PRCP, IQGAP1, ACAA1A, ZFP36L1, CST3, SERPINB1A, P2RY5, AXUD1, SPP1, S100A11, MCL1, PKM2, OSM, SYVN1, KLF2, MARCKS, BCL6, PTPN6, TGFBI, CLEC2D, MYD88
78	CUX1_ChIP-ChIP_MULTIPLE HUMAN CANCER  TYPES_Human	1.04e-07	-1.45	21.74	RPL31, F13A1, SLC2A3, CD3D, CXCL2, PIK3CG, UBL5, ZFP36, HNRPL, RPS19, ARHGDIB, RAC2, FCER1A, RPS11, JUNB, B2M, RPS13, RPS12, ANXA3, NME2, EMP3, EEF1A1, SLPI, CHI3L1, TAGLN2, RPL27, HCST, VCP, SELPLG, CDCA7, NEDD9, PRCP, IQGAP1, GNAI2, PLAC8, PRDX5, P2RY5, CCL3, CD14, RPL18, EGR1, NDUFA7, SHFM1, LAPTM5, RAB27A, SCOTIN, PSMB9, NSEP1, MARCKS, SELL, KLHL6, POU2AF1, PI16, MYD88
79	ERG_ChIP-Seq_HPC-7_Mouse	1.69e-14	-0.72	21.55	BTG1, IFITM2, GIMAP1, RPL10A, MRPL33, PSTPIP1, BCL7A, SIRPA, EMB, RAB8A, TALDO1, HMHA1, SCAMP2, MYL4, 0910001L09RIK, DOK2, FCGR4, ERP29, PRTN3, TAGLN2, PFN1, PFDN5, ARL8A, ATP6V0E, GRN, CEBPB, CBFB, RPN2, PNKP, CDCA7, TWF2, GATA2, GNG10, TCTEX1D2, PSAP, MCL1, 1500031L02RIK, MCTS1, EGR1, NAPSA, NDUFA7, NDFIP1, RAB27A, ARPC5, TBCA, AI467606, HIGD2A, ARHGAP30, OSTM1, ALOX5AP, MAN2B1, PI16, DYNLRB1, 2310016M24RIK
80	MYC_ChIP-ChIP_AK7_Human	5.69e-11	-0.97	21.54	MIDN, MAST3, GIMAP1, TREM3, LITAF, FCRLA, BCL7A, RPS6KA1, RAC2, SH3BGRL3, ACADM, RPS11, PRKACB, RPS13, 1110032A13RIK, CAP1, TPD52, LYPLA2, RPS9, LYZS, ACTN1, MMP9, VAV1, 2310014H01RIK, TYROBP, CLEC4D, LCP1, RPL29, PFN1, HCST, PPIA, PFDN5, RPN2, MGST2, UNC84B, GDPD3, CST3, P2RY5, ELA2, CCL3, LRRC8D, CD14, RNF130, BC037034, EGR1, PTPN18, NDFIP1, LAPTM5, DSTN, AI467606, KLF2, HIGD2A, PPP1CA, DHRS7, ARHGAP30, RPL27A, STK17B, ALOX5AP, PTPN6, MYO1F, 2310008M10RIK
81	GATA2_ChIP-Seq_HPC-7_Mouse	2.40e-13	-0.76	20.87	CD63, ORM1, ZFAND3, CEBPE, GMFG, GLO1, ATP2A3, TWF2, MGST2, PRCP, GATA2, FAIM3, SLC2A6, PLAC8, LGALS3, LGALS1, RGS1, CCL5, TMSB4X, ARHGDIB, COTL1, SH3BGRL3, FFAR2, RABAC1, RNF130, CLIC1, 1110032A13RIK, RPS9, DUSP1, PKM2, STX7, LAPTM5, RAB27A, DSTN, ATP1B1, PRSS34, MYL4, DOK2, CLEC4D, IL1B, GNB2, ALOX5AP, ADSSL1, ZYX, DEGS1, PI16, HCST, ATF3
82	ELK1_ChIP-ChIP_Hela_Human	5.23e-09	-1.15	20.58	RPL32, MGST1, DBI, IQGAP1, RPS14, GLIPR1, PRDX5, RPS19, ADRBK1, PRKACB, RNF130, MARK2, MCL1, RPS12, MCTS1, CAP1, TPD52, SYVN1, PSMB9, EIF3S5, MYL6, KLF6, ARPC3, RPL27A, CD9, CD69, RPL29, PRR13
83	TCF3_ChIP-Seq_MESC_Mouse	1.14e-09	-1.03	19.82	IFITM1, BTG1, IFITM2, HDC, POMP, TWF2, ENO1, GNAI2, CLN5, ZFP36L1, CST3, UBL5, RPS14, LASP1, P2RY5, RPS19, ALDH2, AXUD1, SPP1, OSTF1, EMB, PRKACB, MCL1, TPD52, H2AFY, DUSP1, PKM2, ACTN1, KLF2, APRT, RHOB, ACLY, SLPI, CDC42EP3, PTPN6, RPL29
84	E2F4_ChIP-Seq_LYMPHOBLASTOID_Human	3.22e-16	-0.59	19.78	OLFML2B, BTG1, ATP2A3, PYGL, ARRB2, ENO1, LITAF, LGALS3, KRTCAP2, BCL7A, ALDH2, RPL36AL, RASSF5, RPS6KA1, COTL1, SH3BGRL3, ACADM, PRKACB, RPS13, NDEL1, CAP1, PDIA3, ANXA2, SEPX1, LMO4, SSU72, TALDO1, FOS, PGD, ATP1B1, APRT, MYL6, ERP29, TAGLN2, PFN1, GAPDH, CD63, CBFB, GSTP1, POMP, TACSTD2, PRCP, ATP1A1, COX5A, CLN5, ZFP36L1, LDHA, PRDX5, ADRBK1, LRRC8D, INPP5K, CKB, SLC15A3, NADK, S100A11, MCL1, OSBPL9, PKM2, SYVN1, RAB27A, ARPC5, SORL1, PPP1CA, TSPAN14, DHRS7, KLF6, POU2AF1, RPL27A, CDK2AP2, DEGS1, PTPN6, EIF3F
85	GATA2_ChIP-Seq_K562_Human	2.50e-09	-1.06	19.64	TNFAIP8, ALAS1, RPL10A, RCSD1, CXCL2, ACTB, LASP1, ZFP36, LBH, RAC2, SH3BGRL3, JUNB, CAP1, CD52, RPS9, FOS, EEF1A1, RAB32, MYL4, DOK2, COX7A2L, SGK1, CEBPB, PFKFB4, SELPLG, CEBPE, HDC, ATP1A1, GATA2, ATP5L, ZFP36L1, CENTD3, PSAP, LRRC8D, CD14, RNF130, S100A11, OSBPL9, PKM2, LAPTM5, ARID3A, ASPRV1, KLF2, KLF6, STK17B, CD9, DEGS1, MAN2B1, PI16, MYD88
86	JUND_ChIP-Seq_SMOOTH MUSCLE_Human	1.40e-12	-0.7	17.93	ORM1, SAMD9L, BTG1, WDR1, PYGL, ENO1, CXCL2, RPS14, COTL1, SH3BGRL3, OSTF1, TMSB10, CLIC1, DUSP1, LMO4, ANXA3, FOS, EMP3, MIF, RHOB, MYL6, CDC42EP3, SPATA13, RIN3, TAGLN2, PFN1, ATF3, TLR2, SELPLG, MGST2, ATP1A1, ZFP36L1, LDHA, PSAP, S100A11, MCL1, NAPSA, PKM2, PLEKHA2, RAB27A, SC4MOL, KLF2, SLC6A6, KLF6, BCL6, POU2AF1, GNB2, ALOX5AP, FOSB, DEGS1, CALM3
87	ZFX_ChIP-Seq_MESC_Mouse	5.30e-14	-0.61	17.61	ALAS1, D3UCLA1, HIBADH, RPL32, LRMP, RPL10A, ACTB, PIGX, RPS14, RPS19, RAC2, RPS11, JUNB, RPS12, NDEL1, PDIA3, H2AFY, RPS6, SSU72, NME2, CYBA, AKR1A4, VAV1, SCAMP2, RHOB, EEF1A1, ACLY, ADPRH, RPL27, RPL29, SLC25A5, PPIA, ARL8A, LY6E, ATP6V0E, CD63, CEBPB, VCP, CBFB, RPN2, CEBPE, GLO1, CDCA7, ACAA1A, COX5A, ATP5L, CLN5, PSAP, RPS3, RPL18, RABAC1, SERF2, MARK2, MCL1, CMTM7, NDFIP1, SHFM1, G0S2, DSTN, TBCA, SC4MOL, KLF2, PPP1CA, RPL27A, CDK2AP2, DEGS1, DYNLRB1, LRP10, 2310016M24RIK, ITM2B, 2310008M10RIK
88	ASXL1_ChIP-Seq_BMDM_Mouse	2.75e-08	-1.08	17.56	BTG1, RPL31, LYZ2, LST1, CXCR4, GLIPR1, PRDX5, RASSF5, CCL3, CTSH, OSTF1, SLC15A3, JUNB, CLIC1, MARK2, PTPN18, RPS9, SYVN1, PSMB8, EEF1A1, STK17B, MAN2B1, CRLF3, RPL29, H2-D1
89	DMRT1_ChIP-Seq_TESTES_Mouse	1.23e-13	-0.62	17.49	APP, MIDN, AATK, ENO1, RPL10A, RCSD1, ACTB, GPI1, RPS14, RPS19, BCL7A, RPS6KA1, SIRPA, FFAR2, PRKACB, JUNB, TMSB10, H2AFY, ACTN1, H2AFV, ATP1B1, ACLY, MYL6, RIN3, LCP1, GAPDH, CEBPB, TACSTD2, ATP1A1, GATA2, GNAI2, ZFP36L1, PLAC8, LDHA, RPS3, CSK, CKB, RABAC1, NADK, MARK2, EGR1, NDUFA7, SYVN1, ARID3A, SORL1, PPP1CA, SLC6A6, KLF6, BCL6, GNB2, CDK2AP2, CALM3, TGFBI, CRLF3
90	VDR_ChIP-Seq_THP-1_Human	6.37e-09	-0.97	17.17	CEBPB, BTG1, RAB3D, CXCR4, PYGL, RCSD1, RPL10A, MRPL33, CST3, GM2A, PSAP, CCL3, SIRPA, FFAR2, CD14, CLIC1, CAMP, CAP1, H2AFY, SLC6A6, MARCKS, BCL6, CDC42EP3, DEGS1, P4HB, LY6E
91	NCOR1_ChIP-Seq_K562_Human	1.40e-12	-0.65	16.61	MIDN, MS4A3, RNPEPL1, RPL34, ATP2A3, ENO1, FCRLA, VPREB1, LGALS1, LBH, RPS19, SH3BGRL3, FFAR2, ATP6V1E1, JUNB, B2M, RAB8A, CAP1, CD52, RPS9, DUSP1, SEPX1, LMO4, NME2, HMHA1, EMP3, PGD, ATP1B1, DNAJC7, TAGLN2, PFN1, ATF3, CD63, CBFB, CEBPE, HDC, CDCA7, LDHA, GNG10, PSAP, S100A11, NAPSA, PKM2, PLEKHA2, SYVN1, LAPTM5, BCL6, LCN2, PI16, P4HB, LRP10
92	TCFCP2L1_ChIP-Seq_MESC_Mouse	4.18e-11	-0.73	16.37	GRN, BTG1, GMFG, CDCA7, ATP1A1, ENO1, RPL10A, CORO1A, LITAF, SLC2A6, GNAI2, PIGX, CST3, UBL5, SERPINB1A, RPS19, RPL36AL, RPS6KA1, PSAP, LRRC8D, SH3BGRL3, OSTF1, EMB, RPS11, MYLC2B, RPS12, CMTM7, NAPSA, PLEKHA2, 2700094K13RIK, LAPTM5, TALDO1, HMHA1, DSTN, CYBA, ARID3A, MIF, ATP1B1, AI467606, TSPAN14, 2010107E04RIK, GNB2, CDK2AP2, SLC25A5, CLEC2D, ATF3, 2310016M24RIK, ITM2B
93	FOXP1_ChIP-Seq_HESC_Human	1.92e-19	-0.4	16.26	EIF4A1, APP, NDUFA13, IFITM1, MIDN, BTG1, IFITM2, HIBADH, RAB3D, LST1, NCF4, CXCL2, ACTB, ARHGAP4, RPS14, KRTCAP2, LGALS1, RPL36AL, MYEOV2, RPS11, ATP6V1E1, TMSB10, CLIC1, RPS13, RAB8A, RPS12, CD52, RPS9, DUSP1, SEPX1, RPS6, NME2, TALDO1, EMP3, FOS, RHOB, EEF1A1, ACLY, MYL6, DOK2, DOK3, DNAJC7, BOLA2, RPL27, LTB, RPL29, SGK1, PPIA, ATF3, CEBPB, PFKFB4, VCP, CEBPE, GSTP1, PNKP, GLO1, TWF2, NEDD9, GDPD3, PRCP, COX5A, CORO1A, GNAI2, CLN5, ZFP36L1, LDHA, ADRBK1, SPP1, RPS3, RPL18, RABAC1, RNF130, ATP6V1D, EGR1, SEMA4A, PKM2, SYVN1, DSTN, SLC6A6, MARCKS, KLF6, BCL6, ARPC3, GNB2, RPL27A, FOSB, PTPN6, MYD88
94	SPI1_ChIP-Seq_THIOMACROPHAGE_Mouse	1.49e-11	-0.67	15.78	CD63, EIF4A1, APP, TNFAIP8, CEBPB, MS4A3, RNPEPL1, GMFG, NCF4, 1110003E01RIK, PRCP, RPL10A, LITAF, PIGX, CD79B, RGS1, TCTEX1D2, CCL4, PSAP, CASP1, NCKAP1L, CD14, CYTIP, RNF130, ATP6V1D, 1810033B17RIK, NDUFA7, SHFM1, OSM, NME2, HMHA1, ARID3A, DNAJC7, GNB2, NGP, CD9, DEGS1, PRTN3, DYNLRB1, CRLF3, PFN1, GAPDH, VPS28, MYD88
95	SALL4_ChIP-ChIP_CD34+_Human	1.31e-08	-0.93	15.68	NDUFA13, GIMAP1, CXCR4, SLC2A3, LITAF, P2RY5, GM2A, RASSF5, AXUD1, ARHGDIB, NCKAP1L, OSTF1, RPS11, B2M, NADK, RAB8A, OSBPL9, CD52, RPS9, NDFIP1, H2AFY, TSC22D3, STX7, EMP3, SC4MOL, BCL6, SELL, IL1B, STK17B, CDC42EP3, ADPRH, RPL27, LCP1, CRLF3, TLR2
96	TCF21_ChIP-Seq_SMOOTH MUSCLE_Human	1.40e-12	-0.6	15.33	ALAS1, BTG1, RPL32, FAIM3, CXCL2, TRIOBP, LGALS1, ALDH2, CYTIP, JUNB, TMSB10, CAP1, ANXA2, DUSP1, ACTN1, TSC22D3, FOS, EMP3, PGD, SCAMP2, EEF1A1, RAB32, ACLY, TAGLN2, GAPDH, ATF3, CD63, GRN, VCP, CEBPE, MGST1, GATA2, ADRBK1, PSAP, RABAC1, MCL1, CMTM7, PKM2, PLEKHA2, ARID3A, KLF2, SLC6A6, KLF6, BCL6, STK17B, ALOX5AP, FOSB, EIF3F, DYNLRB1, P4HB, TGFBI
97	NRF2_ChIP-Seq_MEF_Mouse	1.90e-09	-0.81	15.25	CEBPB, BTG1, MGST2, RPL10A, PIK3CG, MRPL33, CLN5, LBH, ARHGDIB, RPS12, SEMA4A, DUSP1, PKM2, RPS6, TALDO1, PGD, ATP1B1, AKR1A4, RAB32, MARCKS, KLF6, SLPI, BCL6, CDC42EP3, ALOX5AP, ADSSL1, ZYX, CD9, LCP1, SGK1, PRR13
98	NFE2L2_ChIP-Seq_MEF_Mouse	1.90e-09	-0.8	15.04	CEBPB, BTG1, MGST2, RPL10A, PIK3CG, MRPL33, CLN5, LBH, ARHGDIB, RPS12, SEMA4A, DUSP1, PKM2, RPS6, TALDO1, PGD, ATP1B1, AKR1A4, RAB32, MARCKS, KLF6, SLPI, BCL6, CDC42EP3, ALOX5AP, ADSSL1, ZYX, CD9, LCP1, SGK1, PRR13
99	IRF8_ChIP-ChIP_J774_Mouse	7.07e-07	-1.11	14.65	CD74, NAPSA, GRN, LYZS, CDCA7, PRCP, TREM3, PSMB8, H2-DMB1, ERP29, COTL1, CASP1, SLC15A3, IFITM6
100	SOX9_ChIP-Seq_HFSC_Mouse	4.59e-11	-0.64	14.28	APP, VCP, IFITM2, CBFB, ATP2A3, NEDD9, IQGAP1, ENO1, ATP1A1, LITAF, SLC2A6, GNAI2, CLN5, LGALS3, LBH, PSAP, INPP5K, CLIC1, RPS12, TPD52, ANXA2, PLEKHA2, LMO4, ACTN1, LAPTM5, H2AFV, FOS, ARPC5, RHOB, ACLY, SLC6A6, KLF6, RPL27A, CD9, FOSB, PTPN6, TAGLN2, CLEC2D, ITM2B
101	NANOG_ChIP-ChIP_MESC_Mouse	1.17e-09	-0.73	14.09	EIF4A1, TNFAIP8, IFITM1, MIDN, IFITM2, HIBADH, CDCA7, ATP1A1, ENO1, ACAA1A, ARHGAP4, ATP5L, ZFP36L1, CST3, VPREB3, SERPINB1A, P2RY5, HNRPL, RPS19, ALDH2, AXUD1, TMSB4X, SPP1, RAC2, SIRPA, OSTF1, EMB, MYLC2B, TMSB10, S100A11, SERF2, MCL1, MCTS1, TPD52, DUSP1, PKM2, PLEKHA2, ACTN1, KLF2, RHOB, BCL6, CDC42EP3, MYD88, PRR13
102	STAT3_ChIP-Seq_IMN-ESCS_Mouse	1.47e-11	-0.58	13.65	IFITM1, SAMD9L, BTG1, CEBPE, 1110003E01RIK, CDCA7, LRMP, SLC2A3, MRPL33, CLN5, ZFP36L1, PRDX5, GNG10, RPS19, ALDH2, SPP1, INPP5K, EMB, PGLYRP1, RNF130, RPS13, 1110032A13RIK, MCL1, RPS12, NDEL1, OSBPL9, SEMA4A, NDFIP1, H2AFY, ANXA2, LMO4, TBCA, SORL1, KLF2, RHOB, ACLY, DOK2, KLF6, DNAJC7, STK17B, CDC42EP3, CD9, DEGS1, SGK1, GAPDH, PPIA
103	HIF1A_ChIP-Seq_MCF7_Human	7.59e-07	-1.03	13.59	TPD52, PFKFB4, PKM2, SLC2A3, MIF, ENO1, EMP3, FOS, TRIOBP, ZFP36L1, CLN5, MYL4, LDHA, GAPDH
104	TAF7L_ChIP-Seq_C3H10T1-2_Mouse	9.04e-07	-1.04	13.51	ORM1, ZFAND3, MGST1, NME2, AATK, G0S2, DBI, ENO1, COX5A, CST3, LGALS3, TSPAN14, LGALS1, RPS19, PSAP, LCN2, ERP29, RPL27, P4HB, ACADM, DYNLRB1, 2310016M24RIK, NADK, NDEL1
105	SALL4_ChIP-ChIP_XEN_Mouse	1.25e-07	-0.91	13.5	CEBPB, ORM1, RPL31, 1110003E01RIK, CDCA7, LITAF, CST3, LGALS3, P2RY5, ARHGDIB, EMB, JUNB, NADK, CMTM7, FCER1G, NDFIP1, PKM2, PLEKHA2, DSTN, DOK2, KLF6, STK17B, IRF2, ZYX, TAGLN2, CRLF3, ITM2B
106	VDR_ChIP-Seq_LYMPHOBLASTOID_Human	7.94e-07	-1.01	13.25	IFITM1, NAPSA, SPATA13, PSAP, CCL4, RAC2, CXCR4, CD69, JUNB, SC4MOL, CAMP, MCL1
107	POU5F1_ChIP-PET_MESC_Mouse	2.45e-06	-1.07	13.04	CD63, D3UCLA1, RPN2, GMFG, GLO1, LST1, SLC2A3, IQGAP1, ENO1, GNAI2, MRPL33, ZFP36L1, PRDX5, CKB, CLIC1, MARK2, MCL1, OSBPL9, OSM, H2AFV, MIF, TBCA, APRT, DHRS7, KLF6, STK17B, ALOX5AP, LTB, HCST, PPIA, VPS28, 2310008M10RIK
108	CEBPA_ChIP-Seq_LIVER_Mouse	1.71e-07	-0.87	12.75	PSENEN, HIST2H2AA2, ORM1, VCP, LMO4, PNKP, HP, ACAA1A, RPL10A, DHRS7, LRG1, BCL6, LCN2, COTL1, FOSB, LCP1, RPL18, CLEC2D, ATF3, PRR13
109	SMAD1_ChIP-Seq_MESC_Mouse	2.91e-07	-0.9	12.7	TPD52, EIF4A1, EGR1, IFITM1, IFITM2, TWF2, SLC2A3, ATP1B1, MMP9, KLF2, ZFP36L1, VPREB1, TSPAN14, LBH, CDC42EP3, SPP1, SLC25A5, LRP10, PPIA, MCL1
