	Term	p-value	z-score	CS	Related Genes
322	ETS1_CH12.LX_mm9	3.56e-04	-0.34	2.44	CLIC4, CMAS, TFRC, LDB1, GYPC, RPS27L, DLST, ICAM4, MRPL14, GHITM, APEH, SAMSN1, DNAJB2, RPS16, UROD, LMNA, WBP5, NPTN, LBR, CDT1, RPL41, UBE2H, FAHD1, SIVA1, GCH1, RSAD2, GADD45A, RPL23, SPHK1, EIF2AK1, IFRD2, IRGM1, PRKAB1, HCFC1, SOD1, PQLC1, PRC1, HAT1, TAX1BP1, CENPL, ANAPC5, MCM6, MCM2
323	MAZ_MEL cell line_mm9	1.86e-04	-0.32	2.43	GGNBP2, CCDC23, MGST3, RPS27L, MRPL14, HS6ST1, TRAK2, AQP1, HEBP1, SRR, SAMD14, FTL1, RPS16, BTAF1, FCHO1, PRKAR2B, HMGN2, TAPT1, 2700097O09RIK, FN3K, BNIP3L, UBE2H, USP7, KLF13, SMOX, RYK, IFRD2, PABPC4, APLP2, ARRDC3, MEMO1, GTPBP2, UBAC1, KLF1, TPCN1, D17WSU92E, CARHSP1, KEL, LPCAT3, ANAPC5, HDGF, AGRN, ABCG4, UBA52
324	NFIC_HepG2_hg19	2.88e-04	-0.33	2.38	RNF10, FEN1, TFRC, ARL6IP1, GHITM, PPOX, CLCN3, PRDX2, RPS16, NUP85, UROD, PSMD1, RPS2, RPL41, FAHD1, GADD45A, IFRD2, H2AFX, MARCH8, RPS3A, MRPS18C, SLC25A38, ISG20, EIF3I, HAT1, TXNIP, RPL24, BIRC5, MCM4, SERINC1, HAGH, PABPC1, RPS24, AARS, ATF4
325	MAX_SK-N-SH_hg19	2.76e-04	-0.32	2.33	RB1, ISCA1, TBCEL, GGNBP2, MGST3, ODC1, MRPS12, ENDOD1, MRPL14, CENPA, ALAD, RPS16, UBB, PSMD4, NUP85, FIGNL1, NUSAP1, E2F2, TAPT1, BNIP3L, FAHD1, PABPC4, ATPIF1, H2AFX, GINS4, DNTTIP1, AP1B1, MARCH8, EEF1G, ISG20, EIF3K, CENPL, HAGH, UBA52, MCM2, CDKN3, AARS
326	CTCF_kidney_hg19	1.86e-04	-0.3	2.33	AHCTF1, RPL3, RPL36A, DLST, UBE2L6, PPOX, CLCN3, TRAK2, FAM134A, RPS16, PSMD4, UROD, FNTB, RPLP2, NDUFV1, FADS1, TMEM14C, KLHDC2, GADD45A, ACSL1, IFRD2, H2AFX, ARRDC3, BSDC1, PLRG1, DYNLL1, SOD1, TPCN1, SLC25A38, CSDA, SLC25A39, EIF3K, TFDP2, NDUFS7, RPS29, EEF1D, BIRC5, BLVRB, NCAPD3, MNS1, MCM6, GCLM, UBA52, ATF4
327	POLR2A_HCT116_hg19	1.86e-04	-0.3	2.29	RNF10, FEN1, RNF11, GGNBP2, FECH, UHRF1, PON2, MRPS12, ENDOD1, ATP5C1, RPS27L, DLST, TRAK2, PSMD8, RABGEF1, RPL7A, DNAJB1, CCNB1, PSMD4, LMNA, HIST1H2AD, KNTC1, HSPA8, H3F3B, TXNRD2, SMOX, EIF2AK1, IFRD2, PABPC4, ATPIF1, AP1B1, PLRG1, DYNLL1, RPS26, EEF1G, SLC25A37, EIF3I, MKRN1, CENPL, RANBP10, BIRC5, CD47, RPS24, CDKN3
328	CTCF_A549_hg19	1.14e-04	-0.28	2.25	RB1, DYRK3, FEN1, RPL3, ARL6IP1, LDB1, MRPS12, HIST2H2AB, UBE2L6, GHITM, NUDT4, ALAD, PSMD8, RPL7A, FAM134A, FNTB, NUSAP1, PSMD1, RPLP2, FADS1, TMOD1, BNIP3L, PAQR9, HIST1H2AI, ACSL1, DAPK2, PABPC4, RPL23, ARRDC3, H2AFX, NIPA1, RPS3A, KIF22, DYNLL1, PRKAB1, EEF1G, NGFRAP1, MORF4L2, BOLA3, PSME3, RPL24, MCM4, BLVRB, MNS1, MCM6, ARF5, WBP2, SLC43A1, RPL36A, ENDOD1, CDCA8, CLCN3, PPOX, CENPA, DEDD2, DNAJB2, UGCG, CCNB1, UBB, BAG1, ST3GAL5, PSMF1, NDUFV1, SPECC1, KLHDC2, SLMO2, H3F3B, GCH1, SEMA4B, GINS4, STARD10, ASNS, MARCH8, DEK, COX6C, LSM4, UBAC1, MARCH2, RPS26, SLC25A38, ISG20, SLC25A37, GFI1B, EIF3K, RPS29, LPCAT3, MAFG, CENPL, ANP32E, UBE2O, SERINC1, GCLM, SERINC3, CDKN3
329	PRDM1_HeLa-S3_hg19	3.32e-04	-0.31	2.19	DYRK3, ARL6IP1, CD82, TFRC, WBP2, MGST3, COX17, ETFA, ICAM4, ADIPOR1, MKI67, DNAJB2, TSPAN8, NUP85, LMNA, E2F1, HIST1H2AD, KNTC1, CDR2, HSPA8, UBE2H, SIVA1, HIST1H2AH, PDAP1, PLRG1, COX6C, PDZK1IP1, TPCN1, CARHSP1, RPS29, LPCAT3, KLF9, PGP, CENPL, RPL24, BLVRB, TXNIP
330	EP300_SK-N-SH_hg19	2.60e-04	-0.29	2.15	RB1, OTUD5, MCM7, TFRC, ARL6IP1, SLC4A1, ETFA, AQP1, HEBP1, PSMD8, EEF1B2, RPL7A, FAM134A, RPS16, UROD, FTH1, FADS1, TMEM14C, TMOD1, MAP2K3, ATP6AP1, RPS8, HIST1H2AH, ARRDC3, H2AFX, RPS3A, RANGAP1, MRPS18C, NDUFS7, TFDP2, HAT1, TXNIP, RPL24, BIRC5, HAGH, WBP2, ODC1, RPL36A, DNAJB2, DNAJB1, UBB, LMNA, E2F2, SLC38A2, HIST1H3E, UBE2H, FAHD1, GADD45A, SEMA4B, MARCH8, SLC25A37, GCLM, SSBP3
331	TBP_K562_hg19	1.86e-04	-0.28	2.13	CLIC4, GYPA, TBCEL, FECH, CD82, ARL6IP1, MRPS12, CETN3, DLST, ICAM4, NT5C3, AQP1, EEF1B2, ALAD, PRDX2, DNAJB1, RABGEF1, RPS16, FIGNL1, BAG1, LMNA, PSMD1, CDR2, HIST1H1C, SMOX, RPS8, GLRX5, PABPC4, ATPIF1, DNTTIP1, DEK, DYNLL1, RPS26, SLC6A9, TFDP2, PRC1, EIF3I, LPCAT3, UBE2O, MNS1, CD47, SERINC3, UBA52, GRINA
332	ELF1_GM12878_hg19	3.63e-04	-0.3	2.12	RB1, COX17, MRPS12, ENDOD1, RPL36A, DLST, COMT, TRAK2, UBB, NUP85, UROD, SEC61G, ERMAP, BCAS2, BNIP3L, RPL41, GINS4, RFX2, MARCH8, RPS3A, PRKAB1, EIF3K, BOLA3, EIF3I, BIRC5, CD47, MNS1, UBA52, MCM2
333	SP2_HepG2_hg19	3.41e-04	-0.28	1.97	OTUD5, MCM7, ARL6IP1, CETN3, MRPS12, RPL36A, RPS27L, ATP5H, CENPA, FCHO1, SEC61G, PSMD1, CDR2, RPL41, SIVA1, ATP6AP1, GLRX5, APLP2, ATPIF1, RFX2, RPS3A, HNRNPAB, LSM4, TPCN1, MARCH2, EIF5, PHF5A, PRC1, MORF4L2, BOLA3, ANP32E, PGP, ANAPC5, CDKN3, AARS
334	MAFK_IMR-90_hg19	3.56e-04	-0.28	1.96	FEN1, ISCA1, GYPC, ARL6IP1, FECH, MGST3, SLC43A1, HIST2H2AB, RPS27L, GHITM, CLCN3, DNAJB2, ALAD, FAM134A, BTAF1, PSMD4, UROD, SEC61G, LMNA, NUSAP1, PSMD1, LBR, BCAS2, MAP2K3, GADD45A, RPS8, ARRDC3, RFX2, JOSD2, DEK, PRKAB1, SOD1, RPS26, ISG20, EEF1G, KEL, CENPL, RPL24, TXNIP, XIST, GCLM, MCM2, AARS
335	TRIM28_U2OS_hg19	3.56e-04	-0.27	1.9	FEN1, RPL3, TFRC, DLST, CDCA8, UBE2L6, PSMD8, CCNB1, RPS16, PSMD4, NUP85, FNTB, KNTC1, NDUFV1, TMEM14C, RPL41, FAHD1, UROS, RPL23, H2AFX, GINS4, ASNS, RPS3A, PLRG1, RANGAP1, MRPS18C, RPS26, ISG20, EEF1G, EIF3K, HAT1, MKRN1, CENPL, RPL24, TXNIP, SERINC1, HAGH, NCAPD3, SERINC3, RPS24, AARS, MCM2, ATF4
336	JUN_endothelial cell of umbilical vein_hg19	7.71e-04	-0.28	1.77	RNF10, GYPC, WBP2, CLCN3, SAMSN1, DNAJB2, DNAJB1, LMNA, CTSE, PRNP, UBE2H, H3F3B, PHF10, HIST1H2AH, GADD45A, PDAP1, JOSD1, GTPBP2, ISG20, CSDA, PRC1, RPS29, RPL24, BLVRB, SSBP3
337	RELA_GM15510_hg19	3.56e-04	-0.25	1.77	FEN1, GGNBP2, MRPS12, CETN3, ENDOD1, CDCA8, DLST, APEH, NT5C3, DEDD2, UBB, PSMD4, SEC61G, BAG1, HIST1H2AD, PSMD1, HIST1H2AG, RPS2, NDUFV1, ERMAP, BCAS2, FAHD1, RPS8, GADD45A, PABPC4, ARRDC3, H2AFX, GINS4, ATPIF1, PRKAB1, LSM4, SOD1, RPS26, PSME3, MKRN1, CENPL, SERINC1, HAGH, XIST, SERINC3, UBA52, AARS, MCM2
338	POLR2A_MCF 10A_hg19	1.89e-04	-0.23	1.73	RNF10, OTUD5, ISCA1, PIGQ, MRPS12, UBE2L6, RPL7A, SEC61G, NUSAP1, PSMD1, HIST1H2AG, HMGN2, TAPT1, BNIP3L, KLF13, RSAD2, HIST1H2AI, ACSL1, DAPK2, ATPIF1, NIPA1, AP1B1, JOSD1, PRKAB1, THOC7, EEF1G, MCM5, HAGH, MNS1, UBA52, ARF5, MCM2, HEMGN, TBCEL, FECH, CCDC23, MGST3, ENDOD1, ARHGAP21, DNAJB1, NUP85, E2F1, NDUFV1, NFE2, HSPA8, SMOX, PDAP1, BSDC1, LSM4, UBAC1, SOD1, ISG20, MARCH2, SLC25A37, EIF3K, EIF3I, ANP32E, CENPL, NCAPD3, GCLM, CDKN3, GRINA
339	STAT5A_K562_hg19	5.22e-04	-0.25	1.7	DNAJB2, GYPA, KEL, HIST1H2AI, H3F3B, RHAG, PPOX, PRKAB1, NDUFV1, KLF1
340	REST_A549_hg19	4.31e-04	-0.24	1.67	RNF10, DYRK3, RPL3, UHRF1, MGST3, COX17, ATP5C1, ETFA, RABGEF1, CCNB1, RPS16, PSMD4, HIST1H2AG, MAP2K3, RPL41, SIVA1, RPS8, HIST1H2AH, SMOX, APLP2, ATPIF1, GINS4, H2AFX, RPS3A, MRPS18C, ISG20, PSME3, BOLA3, HAT1, ANP32E, CENPL, BIRC5, GCLM, UBA52, MCM2
341	SETDB1_K562_hg19	2.75e-04	-0.23	1.65	ISCA1, RPL3, TFRC, ARL6IP1, ATP5C1, ICAM4, GHITM, RABGEF1, FAM134A, PSMD4, RNF19A, FNTB, HIST1H2AD, BCAS2, RAB8B, PAQR9, HIST1H2AH, RPS8, IFRD2, PABPC4, SPHK1, ARRDC3, LMO2, DNTTIP1, RPS3A, PLRG1, DYNLL1, MORF4L2, MCM4, MNS1, CD47, UBA52, ATF4, CCDC23, COX17, ODC1, ENDOD1, CDCA8, ATP5H, PPOX, TRAK2, CCNB1, UBB, NUP85, SLMO2, RPL41, H3F3B, SIVA1, BSDC1, MARCH8, DEK, UBAC1, SLC25A38, SH3YL1, SLC25A39, MKRN1, KLF9, SERINC3, GCLM, RPS24
342	KDM4A_H1-hESC_hg19	3.56e-04	-0.23	1.64	RB1, DYRK3, ABCB4, MRPS12, COX17, RPL36A, ATP5C1, COMT, TSPAN33, NT5C3, CENPA, ALAD, FAM132A, SEC61G, HIST1H2AG, NDUFV1, MAP2K3, FN3K, HSPA8, NFE2, USP7, RPS8, ACSL1, RYK, HIST1H2AH, APLP2, RPS3A, KIF22, EEF1G, RPS26, NDUFS7, PACS2, ST5, EIF3I, PSME3, LPCAT3, TXNIP, SERINC1, MNS1, SSBP3, UBA52, ARF5, MCM2
343	POLR2A_CH12.LX_mm9	3.56e-04	-0.23	1.64	RNF11, CCDC23, PIGQ, RPS27L, GHITM, APEH, TSPAN33, RNASET2B, TRAK2, FAM132A, SAMD14, FCHO1, UROD, PRKAR2B, BAG1, LMNA, PSMD1, ACSS1, BCAS2, CDR2, FADS1, HIST1H3E, SPECC1, MAP2K3, PRNP, UBE2H, HIST1H2AN, GCH1, SMOX, EIF2AK1, IFRD2, MARCH8, JOSD2, JOSD1, TPCN1, MRPS18C, TFDP2, PRC1, PSME3, RANBP10, ANAPC5, SERINC1, CDKN3
344	TCF12_ECC-1_hg19	4.05e-04	-0.23	1.61	RB1, MRPS12, ETFA, ATP5H, CENPA, EEF1B2, RPS16, PSMD4, NUP85, NUSAP1, HIST1H2AD, NDUFV1, FAHD1, RPS8, ATPIF1, DNTTIP1, AP1B1, BSDC1, MARCH8, KIF22, HNRNPAB, EEF1G, RPS26, RPS29, PSME3, RANBP10, MNS1, HAGH, UBA52, MCM2, CDKN3
345	TBP_H1-hESC_hg19	3.56e-04	-0.23	1.6	TBCEL, CLIC4, FECH, UHRF1, SLC43A1, MRPS12, CETN3, RPS27L, ETFA, CLCN3, TSPAN33, DNAJB2, PRDX2, RPS16, UBB, PRKAR2B, NUP85, SEC61G, LMNA, NUSAP1, E2F2, HIST1H1C, HIST1H3E, NFE2, BNIP3L, UBE2H, ATP6AP1, SMOX, TXNRD2, PABPC4, IFRD2, DNTTIP1, NIPA1, PDAP1, SOD1, SLC25A37, CSDA, RPS29, EIF3I, BIRC5, MNS1, SERINC3, ABCG4
346	YY1_HCT116_hg19	5.40e-04	-0.23	1.58	TFRC, PON2, ENDOD1, COMT, TRAK2, RPL7A, UBB, PSMD4, UROD, FADS1, TAPT1, KLHDC2, RPL41, SIVA1, ATP6AP1, BSDC1, KIF22, DEK, DYNLL1, MRPS18C, BOLA3, CENPL, ANP32E, RANBP10, RPL24, BIRC5, MCM4
347	GTF2F1_K562_hg19	3.56e-04	-0.22	1.57	RNF10, RNF11, GGNBP2, RPL3, PON2, SLC43A1, ENDOD1, ATP5C1, DLST, UBE2L6, ATP5H, PPOX, TRAK2, NUP85, SEC61G, LMNA, NUSAP1, BCAS2, CDR2, TMEM14C, MAP2K3, SPECC1, UBE2H, H3F3B, GCH1, ATP6AP1, STARD10, GINS4, RPA1, DNTTIP1, AP1B1, LSM4, UBAC1, SOD1, TPCN1, EEF1G, RPS29, MKRN1, TXNIP, SERINC1, XIST, HAGH, CDKN3
348	MAX_endothelial cell of umbilical vein_hg19	3.56e-04	-0.22	1.53	TBCEL, FEN1, DYRK3, WBP2, ODC1, SLC43A1, ETFA, APEH, CENPA, EEF1B2, FAM134A, CCNB1, PSMD4, NUP85, UROD, PRKAR2B, NPTN, PSMD1, RPS2, HMGN2, HSPA8, FAHD1, GPX1, RPS8, GLRX5, IFRD2, STARD10, RPA1, PDAP1, MARCH8, MRPS18C, ISG20, NGFRAP1, EIF3K, PSME3, MAFG, BIRC5, TXNIP, HAGH, UBA52, RPS24, ATF4, MCM2
349	GTF3C2_K562_hg19	8.60e-04	-0.24	1.5	PAQR9, CDT1, MCM7, RPS8, ATPIF1, NIPA1, RPA1, DYNLL1, GTPBP2, ALAD, SLC25A38, RABGEF1, NDUFS7, PRC1, NUP85, RPS29, SEC61G, CENPL, MCM4, HMGN2, RPS24
350	WRNIP1_GM12878_hg19	6.67e-04	-0.23	1.5	RB1, RNF10, OTUD5, FEN1, TBCEL, WBP2, MGST3, CDCA8, ATP5C1, UBE2L6, CLCN3, APEH, PSMD8, UGCG, PSMD4, UROD, RPS2, BCAS2, MAP2K3, BNIP3L, UBE2H, FAHD1, SIVA1, GCH1, HIST1H2AH, PABPC4, IFRD2, STARD10, DNTTIP1, JOSD1, SOD1, HCFC1, SLC25A38, PHF5A, TFDP2, EIF3I, RANBP10, ANP32E, BIRC5, HDGF, MNS1, HAGH
351	TAF1_GM12891_hg19	3.32e-04	-0.21	1.47	RNF10, CMAS, ARL6IP1, UHRF1, DLST, ETFA, ATP5H, SAMSN1, NUDT4, RPL7A, DNAJB1, RPS16, UBB, PSMD4, SEC61G, FTH1, LMNA, RPS2, RBM38, FAHD1, GPX1, GCH1, TXNRD2, GLRX5, PABPC4, ATPIF1, ARRDC3, GINS4, RPS3A, PLRG1, PRKAB1, HNRNPAB, TPCN1, SOD1, TFDP2, RPS29, EIF3I, BOLA3, RPL24, MCM4, SERINC1, HAGH, UBA52
352	ETS1_GM12878_hg19	4.87e-04	-0.21	1.42	RPL7A, AHCTF1, GGNBP2, TFRC, RPS3A, HIST1H2AG, JOSD2, RPS2, MRPS18C, HIST1H1C
353	CTCF_HL-60_hg19	3.56e-04	-0.2	1.4	CLIC4, MRPS12, SLC43A1, RPL36A, CDCA8, UBE2L6, GHITM, PPOX, PSMD8, ALAD, PSMD4, FNTB, BAG1, E2F1, ST3GAL5, E2F2, HMGN2, NDUFV1, FADS1, SPECC1, RPS8, PABPC4, DAPK2, STARD10, GINS4, NIPA1, ASNS, RPS3A, KIF22, DEK, DYNLL1, PRKAB1, LSM4, SLC25A38, ISG20, MARCH2, RPS26, SLC25A37, BOLA3, MORF4L2, UBE2O, GCLM, SERINC3
354	ZNF143_GM12878_hg19	3.56e-04	-0.19	1.37	FEN1, DYRK3, RNF11, GGNBP2, TFRC, ARL6IP1, CETN3, MRPS12, SLC43A1, ATP5C1, SAMSN1, TRAK2, EEF1B2, RPL7A, CCNB1, UBB, PSMD4, UROD, ST3GAL5, ERMAP, BCAS2, TMEM14C, ATP6AP1, ACSL1, SMOX, HIST1H2AH, RPL23, RFX2, PLRG1, RANGAP1, LSM4, MRPS18C, EEF1G, RPS26, CSDA, EIF3K, EIF3I, HAT1, CENPL, BIRC5, RPL24, SERINC3, GRINA
355	CREBBP_K562_hg19	6.67e-04	-0.2	1.34	HEMGN, OTUD5, ARL6IP1, ABCB4, CETN3, HIST2H2AB, ATP5C1, COMT, PPOX, ALAD, UGCG, TUBA1B, UBB, UROD, TLK1, HIST1H2AG, NDUFV1, SLC38A5, HIST1H1C, RPL41, HIST1H2AI, TXNRD2, HIST1H2AH, RPS8, GADD45A, SEMA4B, RFX2, BSDC1, MEMO1, HNRNPAB, UBAC1, TPCN1, KLF1, RPS26, EIF3I, MKRN1, RANBP10, BLVRB, TXNIP, ANAPC5, MNS1, ATF4
356	TAF1_K562_hg19	5.18e-04	-0.19	1.31	RNF11, DYRK3, RPL3, FECH, ARL6IP1, COX17, ODC1, MRPS12, ENDOD1, ICAM4, ATP5H, SAMSN1, RPS16, NUP85, PRKAR2B, SEC61G, NPTN, E2F1, PSMD1, ERMAP, NDUFV1, KLHDC2, GCH1, GADD45A, GLRX5, ATPIF1, DNTTIP1, PLRG1, TPCN1, KLF1, RPS26, CSDA, PQLC1, NDUFS7, GCLM
357	MAX_MCF-7_hg19	7.44e-04	-0.2	1.29	CLIC4, FEN1, TBCEL, MGST3, APEH, CENPA, TRAK2, ALAD, RPS16, PSMD4, NUP85, SEC61G, NPTN, NDUFV1, TMEM14C, BNIP3L, RPS8, HIST1H2AH, UROS, AP1B1, DEK, PRKAB1, THOC7, EEF1G, EIF3K, BOLA3, SERINC1, MNS1, UBA52, MCM2
358	CTCF_lung_hg19	3.56e-04	-0.18	1.27	RB1, AHCTF1, RPL3, RPL36A, DLST, UBE2L6, ETFA, TRAK2, DNAJB2, PSMD8, RPL7A, UROD, SEC61G, FNTB, NPTN, KNTC1, FADS1, TMEM14C, SPECC1, KLHDC2, PRNP, ACSL1, GLRX5, IFRD2, DNTTIP1, AP1B1, RPA1, BSDC1, PDAP1, PLRG1, DYNLL1, HNRNPAB, SOD1, TPCN1, EEF1G, SLC25A38, CSDA, SLC25A39, TFDP2, NDUFS7, LPCAT3, PSME3, MCM4
359	CTCF_olfactory bulb_mm9	6.67e-04	-0.19	1.24	CLIC4, FECH, ABCB4, PON2, RPL36A, ENDOD1, ATP5C1, ICAM4, COMT, NUDT4, PSMD8, ALAD, FAM134A, FIGNL1, FNTB, BAG1, KNTC1, LBR, FADS1, CDR2, TMOD1, CAR2, GCH1, TXNRD2, DAPK2, PABPC4, GINS4, RPS3A, DEK, LSM4, PRKAB1, D030056L22RIK, RPS26, SLC25A38, SLC25A37, BOLA3, UBE2O, TXNIP, GCLM, SERINC3, AGRN, ANK
360	USF2_H1-hESC_hg19	3.56e-04	-0.17	1.21	TBCEL, PON2, ETFA, RABGEF1, PSMD4, UROD, WBP5, RPS2, HMGN2, NDUFV1, CTSB, BNIP3L, FAHD1, SIVA1, ATP6AP1, RPS8, GADD45A, RPL23, EIF2AK1, GINS4, H2AFX, STARD10, DNTTIP1, RPA1, MARCH8, RPS3A, JOSD2, DYNLL1, HNRNPAB, SOD1, HCFC1, SH3YL1, SLC25A37, SLC25A39, EIF3K, RPS29, MAFG, MKRN1, CENPL, MCM5, MNS1, HAGH, MCM2
361	MXI1_MEL cell line_mm9	3.56e-04	-0.17	1.2	OTUD5, RNF10, FEN1, CETN3, DLST, CDCA8, ATP5C1, GHITM, PPOX, CLCN3, ADIPOR1, RNASET2B, TRAK2, DNAJB2, CCNB1, FZR1, 2410076I21RIK, NUP85, E2F1, WBP5, RPLP2, NDUFV1, FADS1, KLHDC2, SMOX, PABPC4, BSDC1, PDAP1, HRAS1, MT1, KIF22, HCFC1, EIF5, 1810022K09RIK, PACS2, TFDP2, EEF1D, RPA3, PSME3, LPCAT3, HAT1, ANAPC5, ABCG4
362	CTCF_bone marrow_mm9	6.67e-04	-0.18	1.19	CLIC4, ISCA1, DYRK3, MCM7, ABCB4, MGST3, HIST2H2AB, ATP5C1, UBE2L6, COMT, CLCN3, FAM134A, CCNB1, FIGNL1, BAG1, ST3GAL5, PSMF1, NDUFV1, SLC38A2, FADS1, FN3K, NFE2, HSPA8, KLF13, H3F3B, TXNRD2, DAPK2, RFX2, DYNLL1, GTPBP2, PRKAB1, D030056L22RIK, EEF1G, SLC25A37, 1810022K09RIK, LPCAT3, TXNIP, GCLM, SERINC3, AGRN, ANK, ARF5
363	ETS1_K562_hg19	6.45e-04	-0.18	1.17	RB1, CLIC4, DYRK3, CMAS, SLC43A1, TRAK2, ALAD, RABGEF1, RPS16, PSMD4, NUP85, PRKAR2B, NDUFV1, SPECC1, KLHDC2, CDT1, UBE2H, RPL41, FAHD1, PABPC4, ARRDC3, AP1B1, DNTTIP1, PDAP1, RPS3A, KIF22, PRKAB1, UBAC1, SLC25A39, BOLA3, HAGH, GCLM, UBA52, MCM2
364	BRCA1_HeLa-S3_hg19	6.67e-04	-0.18	1.16	FEN1, RNF11, CMAS, UHRF1, PON2, MRPS12, COX17, APEH, NUSAP1, E2F1, KNTC1, SPECC1, BNIP3L, NFE2, UBE2H, RPL41, H3F3B, GADD45A, SPHK1, PABPC4, AP1B1, RFX2, DNTTIP1, MARCH8, RPS3A, PLRG1, EEF1G, RPS26, SLC25A39, EIF3K, PQLC1, EIF3I, MKRN1, BLVRB, BIRC5, TXNIP, HDGF, HAGH, SERINC3, UBA52, RPS24, CDKN3
365	HCFC1_MEL cell line_mm9	3.56e-04	-0.16	1.11	RPL3, PIGQ, CETN3, ATP5C1, DLST, MRPL14, GHITM, APEH, NT5C3, RNASET2B, RPL7A, DNAJB1, 2410076I21RIK, PSMD4, UROD, NUP85, RPLP2, NDUFV1, MAP2K3, RPL41, FAHD1, ATP6AP1, SIVA1, H3F3B, RPS8, EIF2AK1, PDAP1, KIF22, PRKAB1, UBAC1, TFDP2, 1810022K09RIK, EEF1D, RPS29, EIF3I, BOLA3, RANBP10, TAX1BP1, ANAPC5, UBA52, ARF5, AARS, ATF4
366	MYB_MEL cell line_mm9	1.33e-03	-0.17	1.0	CAR1, TBCEL, GPX1, ARL6IP1, ABCB4, PIGQ, LMO2, COX6C, RABGEF1, D17WSU92E, SLC25A37, SAMD14, UBB, RNF19A, CENPL, PABPC1, RPS2, CTSE, CDR2
367	TCF7L2_Panc1_hg19	6.67e-04	-0.15	0.97	CLIC4, TBCEL, ARL6IP1, ODC1, MRPS12, CDCA8, UBE2L6, TRAK2, PRDX2, CCNB1, RPS16, NUP85, UROD, FNTB, NDUFV1, TMEM14C, HIST1H1C, PRNP, HSPA8, RPL41, H3F3B, ATP6AP1, PABPC4, H2AFX, PRKAB1, MRPS18C, TPCN1, EEF1G, EIF5, EIF3K, TFDP2, RPS29, RANBP10, RPL24, CD47, MCM6, MNS1, SERINC3, RPS24, MCM2, AARS, CDKN3
368	JUN_HeLa-S3_hg19	2.08e-03	-0.15	0.85	MAP2K3, WBP2, GADD45A, ETFA, ADIPOR1, GTPBP2, ISG20, CARHSP1, TSPAN8, RPS29, RPA3, LMNA, NPTN, RPL24, RHAG
369	STAT3_GM12878_hg19	6.67e-04	-0.13	0.84	RNF10, OTUD5, GYPC, FECH, RPL36A, APEH, PPOX, SAMSN1, PSMD8, RPS16, UBB, UROD, SEC61G, RPLP2, HIST1H2AG, KNTC1, BCAS2, RPL41, FAHD1, HIST1H2AH, RPS8, UROS, BSDC1, ASNS, RPS3A, PLRG1, MRPS18C, ISG20, EEF1G, CARHSP1, EIF5, EIF3K, PRC1, EIF3I, MORF4L2, ANP32E, CENPL, RPL24, MCM5, SERINC1, HAGH, RPS24
370	CTCF_GM12878_hg19	3.18e-04	-0.11	0.79	RNF11, RPL3, CMAS, CD82, LDB1, ARL6IP1, TFRC, ATP5C1, UBE2L6, ETFA, GHITM, NUDT4, PSMD8, ALAD, FAM134A, RPS16, UROD, FNTB, PSMD1, FADS1, HIST1H1C, TMOD1, BNIP3L, HIST1H2AI, ACSL1, IFRD2, PABPC4, SPHK1, H2AFX, AP1B1, NIPA1, RPS3A, PLRG1, DYNLL1, BOLA3, MORF4L2, RPL24, MCM4, TXNIP, BIRC5, MCM6, HAGH, ARF5, MCM2, WBP2, RPL36A, CDCA8, DLST, PPOX, CENPA, CCNB1, FIGNL1, ST3GAL5, NDUFV1, SLC38A2, KLHDC2, SPECC1, RPL41, UBE2H, GCH1, SIVA1, GADD45A, TXNRD2, UROS, STARD10, ASNS, MARCH8, HNRNPAB, UBAC1, SOD1, SLC25A38, SLC25A37, CSDA, SLC25A39, PQLC1, UBE2O, CDKN3
371	POLR2AphosphoS2_GM12878_hg19	6.67e-04	-0.11	0.72	TBCEL, ISCA1, CLIC4, FECH, UHRF1, PON2, PIGQ, CETN3, ATP5H, APEH, TRAK2, CCNB1, RPS16, NUP85, LMNA, HIST1H2AG, ERMAP, BCAS2, RAB8B, MAP2K3, FAHD1, GPX1, ATP6AP1, HIST1H2AI, EIF2AK1, IFRD2, ATPIF1, AP1B1, DNTTIP1, ASNS, MARCH8, LSM4, MARCH2, SLC25A38, SLC25A39, PQLC1, TFDP2, LPCAT3, MAFG, ARF5, GRINA, CDKN3
372	SPI1_HL-60_hg19	1.06e-03	-0.11	0.7	RB1, FEN1, ARL6IP1, WBP2, RPL36A, ICAM4, MKI67, SAMSN1, EEF1B2, RABGEF1, RPS16, LBR, BNIP3L, RPL41, H3F3B, RPL23, AP1B1, RPS3A, PPBP, PRKAB1, UBAC1, MRPS18C, SLC25A38, EIF5, MAFG, RANBP10, SERINC1, MCM5, S100A9
373	eGFP-GATA2_K562_hg19	6.67e-04	-0.1	0.68	FEN1, ARL6IP1, RPL36A, ETFA, UBE2L6, ICAM4, PPOX, DEDD2, CCNB1, FZR1, NUSAP1, HIST1H2AD, KNTC1, HIST1H2AG, LBR, BCAS2, RPL41, FAHD1, HIST1H2AH, RPS8, RPL23, STARD10, BSDC1, ASNS, RPS3A, KLF1, MRPS18C, RPS26, ISG20, GFI1B, SLC25A39, PSME3, MKRN1, ANP32E, TAX1BP1, RHAG, SERINC1, HDGF, MNS1, NCAPD3, HAGH, UBA52
