TargetID	cd1	cd2	cd3	gat1	gat2	gat3	logFC	student's t-test	p-value
EG623370	0	0	0	0	1.2	0	0.485426827	1	0.373900966
EG623661	7.3	4.1	3.4	4.8	4.1	0	-0.580915668	1.024886469	0.363349077
EG623818	170	603	367.1	934	366.4	162.8	0.359130293	0.410278126	0.702626009
EG624124	9752.3	9916.4	9752.3	7951.5	7385.1	10098.2	-0.210019481	1.604530221	0.183865425
EG624138	48.4	48.9	55.5	33.8	36.9	48.3	-0.352814086	2.268405289	0.085878799
EG624153	0	0.4	0	0	0	0.2	-0.087462841	0.447213595	0.677868829
EG624219	3.1	0	3.7	0	1.8	4.8	-0.029747343	0.036841723	0.972376519
EG624367	1.8	0	6.1	0	4.3	0	-0.578359766	0.519831884	0.63062297
EG624866	0.1	0.4	3.4	0	6.4	6.3	1.186096292	1.240544524	0.28256591
EG625029	0	0.5	0	0	4.5	2.1	1.455679484	1.551404655	0.195749695
EG625054	8435.6	7283.4	8105.8	6609.3	7020.5	7997.3	-0.13960542	1.367904568	0.243152284
EG625060	0	0	0	0	1	0.5	0.584962501	1.732050808	0.158302423
EG625321	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
EG625349	0.7	0	0.1	1.2	2	0	0.706268797	1.288387505	0.267084354
EG625424	1.1	1.8	1	1.7	1	1.8	0.120294234	0.561951487	0.604145038
EG625480	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
EG625530	1	0.6	2.3	0	1.2	0	-0.716207034	1.383251903	0.238781573
EG625540	1.2	0	0	0	1.7	0	0.162271429	0.240284666	0.821921843
EG625648	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
EG625660	0	2.9	1.3	1.3	2.9	1.1	0.20511443	0.361677772	0.735888826
EG625716	0.5	0.4	2.4	0	0	1	-0.655351829	1.048709731	0.353494503
EG625737	1	0.5	2.6	5.2	1.4	2.2	0.73289593	1.188066327	0.300528205
EG625835	6.9	9	2	0.8	8.1	7.9	-0.078002512	0.11557836	0.913556627
EG625917	5762.6	5411.1	5238	3746	6056.2	5851	-0.068254292	0.335231189	0.754294482
EG626058	5.7	2.4	1.7	8.1	2.5	4.9	0.531381461	0.932423706	0.403901609
EG626175	8785.2	7429.3	7626.3	6307.9	7626.3	9033	-0.053850759	0.325985167	0.760777012
EG626305	0.5	0	1.5	0	1	0.9	-0.029146346	0.061313934	0.95405053
EG626367	832.8	725.2	503.4	603	385.8	616.4	-0.360275701	1.242058256	0.282063193
EG626549	0	0	1.4	0.8	0	2.6	0.540568381	0.741249317	0.499699715
EG626571	2.9	1.4	1.6	1.9	1.9	4.6	0.357156583	0.820665205	0.457928024
EG626858	1.4	0.3	0	1.8	0	0	0.030373649	0.045314325	0.966028787
TLK2	162.2	164.1	163.3	135.2	135.1	146.6	-0.23037084	6.284076262	0.003274965
EG627094	0	0	0.2	0	1.1	0	0.357552005	0.804984472	0.465953178
ERCC3	282.7	272.5	276.1	214.6	252.4	240.9	-0.230919611	3.552392152	0.023747533
EG627311	0	0	0	0.6	0	0	0.263034406	1	0.373900966
EG627352	10.6	16.1	9	11.8	21.9	18.7	0.51755241	1.514805437	0.204393577
EG627371	0	0.9	1.3	0	0	0	-0.793549123	1.907641933	0.129096283
EG627607	0	4.2	2.1	2.1	2.3	3	0.161280907	0.295042979	0.782641216
EG627624	155	77.1	50.1	53.3	54.2	61.3	-0.731243945	1.198118485	0.297006289
EG627636	0	0.2	0	0	0	0	-0.093109404	1	0.373900966
EG627743	1.2	8.1	2.2	1	0.6	3.8	-0.787591667	0.855598038	0.440444367
EG627844	0	3.7	0	5.1	3.4	0.2	0.804275529	0.880314434	0.428402367
EG627967	0	0.3	0.4	3.6	0	0.2	0.878009476	0.879986081	0.428560563
EG627998	0	2.3	0	0	0	0.5	-0.598637438	0.76474672	0.487047962
EG628040	9.3	10.9	7	11.5	9.1	10.7	0.183660027	1.024679838	0.363435602
EG628586	5.1	1	0.3	0.1	1.9	0.2	-0.854149134	0.871226804	0.432798341
EG628855	0.9	0	0.8	0	0.2	0	-0.554588852	1.709408647	0.162553286
EG628870	2.1	0	1.3	0.1	0	1.5	-0.476438044	0.768921892	0.484825579
EG629219	1.6	0	0	0	0	0.2	-0.523561956	0.868243142	0.434249637
EG629383	271.8	184.1	78.1	172.9	116.3	312.5	0.171297491	0.279150765	0.793967708
EG629595	8630.9	6954.4	7866.5	6404.1	6902.3	9442.4	-0.043902511	0.221432622	0.835600446
EG629643	0	0	2.3	1	0	0	-0.40599236	0.518343945	0.631571096
EG629678	1.3	0	0	0	1.7	0.9	0.381090167	0.661682578	0.544347559
EG629689	0	0	0.3	2.3	0	0	0.683526335	0.862261227	0.437171256
EG629734	0.1	0	0	1.3	1.3	0	0.853158612	1.917412472	0.127651249
UBA52	12077.6	11673	10877.8	9521.1	9033	10758.4	-0.240417047	2.845185031	0.046622295
EG630579	0	0	1.9	0	0	0	-0.707819249	1	0.373900966
EG630825	0	2.1	0	3.8	0.2	0	0.456857675	0.446225823	0.678524761
EG631304	0	3.2	3.5	6.8	4.9	0	0.599759503	0.720039632	0.511329671
EG631624	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
EG631797	0	0	0	0	0	0.4	0.180572246	1	0.373900966
EG631922	2	5.6	1.7	0.2	3.4	0	-0.898120386	1.138861707	0.318336567
EG632248	693.2	573.6	308.1	511.4	416.7	372.2	-0.275836568	0.756641232	0.491384522
EG632352	0.3	2.4	0	0	1.5	0	-0.341036918	0.441726104	0.681517158
EG632778	0.9	2	0	0	0.7	0	-0.673189684	1.175949464	0.304825485
EG632802	0	0	0	8.3	4.1	0.1	2.36923381	1.760039741	0.153209708
EG632832	1	0	3.4	0	0	0.2	-1.209453366	1.384698994	0.238373489
EG632964	0	0	0	0	0	0.7	0.30256277	1	0.373900966
EG633120	12468.2	11549.3	10002.9	9149.8	10603.4	13130.2	-0.04903623	0.277174114	0.795380862
EG633285	2.2	0	1.4	0	0	0	-1.137503524	1.866513051	0.135376111
EG633570	74.5	59	50.6	50.7	29.6	48.3	-0.50765007	1.913406366	0.128241609
EG633640	3.6	4.3	7.7	6.6	8	1.8	0.060754031	0.117761718	0.911932957
EG633692	220.5	157.9	38.1	138.3	89.1	82.4	-0.423430298	0.631311767	0.562114275
EG634650	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
EG634762	1.6	0	3.2	0	0	0	-1.378511623	1.732050808	0.158302423
EG635702	1.5	6.3	2.7	3.4	1.9	4.5	-0.076815597	0.143395664	0.892911489
EG635919	3	3.7	0	0	2.7	0.7	-0.599912842	0.789302041	0.474088929
EG635956	13.2	13.6	11	8.5	13.2	14.8	-0.046716499	0.210749242	0.843383791
EG637748	546.1	528.6	440	1057.7	366.8	1569.1	0.981439874	1.408855936	0.231662413
EG637758	5.8	3.2	0	0.6	3.4	0	-0.777607579	0.842749828	0.446811544
EG637913	0.2	1.9	3.3	1.9	2.5	0.6	-0.070389328	0.126113332	0.905727101
EG638262	0	2.8	0	0	0	0.2	-0.857980995	0.92621165	0.406759497
EG638695	4.6	0.9	0	4	2.7	0	0.190521906	0.217929814	0.838149954
EG639644	0	0	0	0	0	2.2	0.793549123	1	0.373900966
EG640530	0	0.7	0	0.6	0	2.2	0.648527629	1.004566234	0.371945041
EG640554	1.3	2.1	0	0	0	1.9	-0.385290156	0.567758373	0.600550188
EG654432	0	0	0	0.2	0	0	0.093109404	1	0.373900966
EG654453	0	1	0.5	0	0	0	-0.584962501	1.732050808	0.158302423
EG654465	0.4	0	0	0	0.2	3.1	0.889817082	0.956621731	0.392930496
EG664804	0	0	0	0	0.1	0	0.047305715	1	0.373900966
EG664821	0	0.8	0	2.4	0	0	0.506959989	0.632455532	0.561438044
EG664849	90.5	103.9	51.7	46.2	57.5	46.4	-0.702250739	1.988643473	0.117632938
EG664855	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
EG664859	0	0	0.8	0	0	0	-0.341036918	1	0.373900966
EG664876	0	0.7	0.9	0.2	0.6	2.4	0.430634354	0.73105866	0.505262775
EG665033	2	2	0	6.2	0.9	0	0.528928466	0.505084317	0.64005791
EG665075	5.7	3.2	0	3.8	3.2	3.6	0.192645078	0.341574875	0.749860896
EG665186	0	0	0.1	0	0.3	0	0.090197809	0.632455532	0.561438044
EG665210	0.1	0	0	0	2.8	1.9	1.31259023	1.856408918	0.136968808
EG665239	0	0	1.7	6	0	0	0.937264245	0.689524154	0.528409683
EG665369	135.6	199.6	72.9	324.1	614.3	208.6	1.484072584	1.953187239	0.122508254
EG665378	155.5	103.7	245.3	65	51.4	94.8	-1.244449342	2.25767729	0.086903471
EG665389	2.6	0	0	4	0.1	1.1	0.550197083	0.595385154	0.583635891
EG665413	1.1	4.2	0.3	0	0	0	-1.519374159	1.569545193	0.191605084
EG665509	63.3	42.8	30.2	54.6	131.6	65	0.867768772	1.474329084	0.214406901
EG665582	0.2	0	0	2.1	2.2	0	1.189824559	1.897253735	0.130652126
EG665646	5.3	1.7	0.8	3.3	0.4	0.8	-0.526068812	0.667791843	0.540821545
EG665685	31.6	19	2.7	19	20.4	14	0.00256024	0.003881366	0.997088984
EG665802	0	0	2.1	0	1.5	1.9	0.327574658	0.477245014	0.658093354
EG665806	7	9.7	4.7	7.3	5.7	7.2	-0.072756342	0.260623346	0.807250103
EG665903	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
EG665983	0	0	0	0	0.6	0	0.263034406	1	0.373900966
EG666002	3.5	2.9	0	2.9	0	0	-0.671945802	0.804650857	0.466125109
EG666009	4.5	2.4	8.5	2.5	3.9	5	-0.353636955	0.690888536	0.527637307
EG666085	0.4	0	2.4	0	0	0	-0.9510904	1.257237114	0.277069167
EG666160	0	0	0.6	2	0	0	0.473931188	0.6704784	0.539276084
EG666169	0	0	1.9	3.9	0	1.1	0.707218251	0.781374672	0.478243229
EG666231	5.9	2.4	5.7	4.6	4.3	1.9	-0.300866479	0.750917207	0.494464544
EG666387	8.8	7.5	0.2	0	4.7	1.9	-1.022367813	1.098373983	0.333714047
EG666577	5784.1	5141.8	4297.6	4515.6	3837	5128.8	-0.17529303	1.019472544	0.365622095
EG666609	4694.7	3925.1	3955.2	3016.3	3351.2	3752.8	-0.313222883	2.482204262	0.068050179
EG666648	8.1	3.4	6.1	5.4	6.3	7	0.075050705	0.254919376	0.811355453
EG666668	28.6	27.2	15.5	33.3	19.5	24.3	0.108440032	0.333493091	0.755511245
EG666731	0	0	3	4.1	3.5	0.8	0.925999419	1.263352331	0.275081168
EG666747	4.6	6	0.4	2.2	0	1.8	-1	1.286625589	0.267639749
EG666756	589.8	476.8	323.4	473.6	390.1	534.5	0.008467635	0.031126557	0.976659793
EG666920	1	0	3.3	2.9	1.3	1.4	0.236440196	0.391964748	0.715071344
EG666941	1.6	0.3	0	0	0	0	-0.707819249	1.289804043	0.266638636
EG667063	0.1	3	0	0.1	10.7	0.6	1.239187664	0.770569228	0.48395086
EG667190	310.9	237	168.2	331.3	276.5	303.3	0.346159591	1.472731957	0.214812046
EG667378	4.2	4	4.4	2	5	5	-0.056583528	0.198679854	0.852202955
EG667410	18.2	22.8	27.1	23.8	39.3	36.1	0.523473731	1.9275543	0.126169837
EG667450	4.4	0.9	0.8	1.9	0.7	0	-0.700439718	0.892462294	0.422583328
EG667583	18	24.2	5	9.9	0	10.6	-1.095026607	1.346032198	0.249517755
EG667598	0.6	1.1	2.9	3.4	1.5	3.1	0.5334322	1.239852428	0.282796042
EG667604	1.1	1.2	1.9	4.6	0	0	0.078002512	0.085808464	0.935742183
EG667705	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
EG667723	2.6	0	0	3	2.2	0	0.550197083	0.694879229	0.525382844
EG667728	5431.9	8346.5	7951.5	10672.2	14942.8	9204.6	0.680143227	2.23963245	0.088658074
EG667736	1.5	0	0.2	0	3	0	0.352301744	0.392143035	0.714949658
EG667794	4.8	4.5	2.8	1	2	4.1	-0.580193257	1.507556723	0.206151259
EG667977	2249.7	1711.3	975.4	1147	836.4	878	-0.786102833	1.810922979	0.14439226
EG668081	0	0	3.4	6.4	0	0	0.554588852	0.413960493	0.700136928
EG668139	2.8	0.4	0.1	0	0	0.7	-0.767826558	0.978522908	0.383220913
EG668225	1.2	1.8	0	4.8	0	1.7	0.662965013	0.777010738	0.480542079
EG668300	102.8	117.1	71.8	97.4	93.4	108.9	0.038641615	0.18840278	0.859733188
EG668310	0	0.3	0	0.3	0	0	0	0	1
EG668311	3.7	2	1.4	1.2	0	1.3	-0.876851769	1.903493544	0.129715169
EG668356	0.3	0	0.2	0	0	0	-0.222392421	1.889822365	0.131777567
EG668360	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
EG668643	0	1.4	0	0.4	0	0	-0.371968777	0.68680282	0.529952653
EG668668	16058	15419.9	13556.7	11261	12624.5	16194	-0.168157456	1.000365665	0.373744006
EG668716	0	0.3	0	4.4	0.1	1.9	1.510194732	1.625655462	0.179349337
EG668725	0.4	4.4	0	2.6	0.5	3.7	0.329307625	0.394591698	0.713279409
EG668761	0	0	1.1	1.7	0	0	0.197036847	0.296318879	0.781734643
EG668829	8842.5	7309.1	7797.4	6191.2	7904.6	8509.9	-0.083268087	0.540343931	0.617640597
EG668831	6.2	6.4	8	6.7	3.8	9.4	-0.043439261	0.136108486	0.898310711
EG668850	2101.4	1698.4	1269.6	1491.4	1023.5	1729.6	-0.256054571	0.866537363	0.435081132
EG668921	0	0.3	0	0	0	0	-0.137503524	1	0.373900966
EG70793	3.2	1.7	1.2	0	2.1	7.6	0.480890047	0.511888585	0.635694405
EGF	7.3	2.9	4.1	0	7	3.6	-0.347165386	0.511721819	0.635801138
EGFBP2	0	0.5	1	0	1.7	0.4	0.180572246	0.33968311	0.751181834
EPM2AIP1	16.5	16.7	17	14.7	14.2	12.7	-0.254382536	4.636809248	0.009757292
EGFL7	9.7	12	12.5	51.4	94.2	28.6	2.252004077	2.424552323	0.072405833
EGFL8	2.2	3.7	4.3	2.5	6.5	2.9	0.174774401	0.399916981	0.709653712
EGFLAM	0	2.2	0	0	1.6	0	-0.176877762	0.220564387	0.836232162
EGFP	2.8	1.5	2.8	4.3	3.9	1	0.272525855	0.621421454	0.567984866
EGFR	2.4	3	2.6	0.9	5.7	2.9	0.184424571	0.356335754	0.739589953
EGLN1	5.3	4.8	1.4	0	3.3	5.1	-0.347019076	0.534960046	0.621032152
EGLN2	90.8	48.1	59.6	31.7	29.5	37.8	-0.982210687	2.552154732	0.063160939
EGLN3	9.9	8.1	5	6.8	17.3	3.6	0.239727032	0.357831141	0.738553033
EGR1	2880.3	2836.5	6632.2	2234.8	412.8	2853.3	-1.166218495	1.568087877	0.191934682
EGR2	289.5	296	484.4	302.4	8.5	166.2	-1.160108774	1.8592312	0.136521915
NFYC	613.6	589.3	659.3	486.2	502.3	569	-0.257321978	3.11446432	0.035717269
EGR4	19.4	27.6	10.6	31	0	0	-0.833783047	0.775065645	0.481569455
EHBP1	2.4	0	2.1	0	0.8	0	-0.980891177	1.540330154	0.198325044
EHBP1L1	35.9	61.4	75.7	79.5	122.7	55.2	0.56515402	1.227725007	0.286857621
EHD1	117.1	73.2	64.4	49.9	53.7	43.4	-0.780730036	2.166006966	0.096239348
EHD2	0	1.2	0	1.7	0.9	3.1	1.050626073	1.981014539	0.118663769
EHD3	40.7	74.1	42	42.7	13.1	51	-0.541389354	1.050698442	0.352682687
EHD4	132.4	163	196.6	132.9	288.7	261	0.469938584	1.234989921	0.284417932
EHF	0	0	1.5	0	0	0	-0.584962501	1	0.373900966
UBXD8	111.1	107	103.7	81.6	98.3	87.1	-0.266592225	3.408266021	0.027070537
2610024E20RIK	527.2	503.8	580.7	465.9	400.5	468.6	-0.271188031	2.89698676	0.04425148
EHMT2	107.7	126.5	186.1	96.1	135.1	140.3	-0.17671477	0.592793786	0.585209088
EI24	164.7	156	117.7	131	131.7	147.3	-0.095944848	0.615278098	0.571652174
EID1	3.4	2.5	0	1.4	7.9	5.5	1	1.377900497	0.240296695
EID2	0	0	0	3	0	1.2	1.263034406	1.605910137	0.18356686
EID3	0	2.1	0	0	0	1.3	-0.246160587	0.323910532	0.762234865
EIF1A	627.1	402.9	223.4	365.7	336.7	292.4	-0.332473274	0.726169669	0.507947961
EIF1AD	180.4	131.8	110.5	198.6	156.7	123.2	0.177698708	0.61876599	0.569568108
EIF1AY	0.6	2.9	4.6	0	1.2	3.3	-0.565597176	0.795883839	0.470661057
2500003M10RIK	628.3	647.7	730.7	530.3	574.3	554.4	-0.274059776	3.420685309	0.026763334
EIF2A	733.6	629.9	434.1	637.1	769.9	642.3	0.188763911	0.856458862	0.440020399
EIF2AK1	79	191.6	169.5	296.3	195.6	182.9	0.61322731	1.573100821	0.190803358
ACD	520.9	494.7	490.2	449.9	360.7	433.4	-0.274940116	3.006677981	0.039679953
EIF2AK3	106.4	55.9	21.2	30.4	11.6	18.5	-1.554347133	1.618138127	0.180943023
EIF2AK4	1.2	0	1.2	0.5	0	0	-0.625604485	1.461538462	0.217673278
EIF2B1	98.9	72.1	58.3	85.4	86.2	77.2	0.116289129	0.530141903	0.624077001
EIF2B2	178.5	184.6	161	144.9	164.6	162.8	-0.14923829	1.824486637	0.14213447
EIF2B3	44.6	82.9	77.9	134	74.6	85.5	0.511593328	1.35264659	0.247575703
EIF2B4	235.9	263.5	328.8	405.5	248.6	302.6	0.207387839	0.798627601	0.469237782
EIF2B5	263.8	236.1	272.1	252.2	249.9	293.4	0.043096097	0.439150318	0.683233301
EIF2C1	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
C77604	333.5	322.4	286.3	277.4	254.4	234.8	-0.29651083	3.108529442	0.035922999
EIF2C3	3.7	3.4	13.9	2.8	3.8	6.3	-0.59400764	0.74903735	0.495479243
EIF2C4	1.9	0	0.8	0	1.8	1.6	0.167109986	0.294492213	0.783032684
EIF2S1	2.1	1.2	0.2	0	4	6.6	1.065095028	1.185475711	0.301442186
EIF2S2	66.1	80.6	58.2	102.6	113.5	74.8	0.499435601	2.162278767	0.096642039
EIF2S3X	500.4	465.3	285	331.8	424.6	382.1	-0.135261305	0.520076196	0.630467374
EIF2S3Y	0.1	0	0	140.9	1.7	175.1	6.692812328	1.996460683	0.116586815
EIF3A	95.3	104.7	82.7	118	93.8	99.3	0.136722907	0.975058804	0.384742813
EIF3B	90.2	83.8	62.5	93.5	67.9	79.6	0.026855492	0.134241663	0.899694965
EIF3D	1434.6	1504.1	1875.3	1386.4	1298.5	1260.2	-0.286976392	2.042475957	0.110631841
LOC381808	10672.2	10363.6	9442.4	7249.9	8368.4	8889	-0.314531558	3.270813627	0.030765579
EIF3F	6056.2	5551.8	5611.3	3094.2	5270	5503.5	-0.312237228	1.425938449	0.227030497
EIF3G	1318	1282	1285.1	1329.6	915.9	1196.5	-0.174561342	1.205992965	0.294274472
EIF3H	20.4	10.7	12.3	5.4	10.3	13.7	-0.518130992	1.21231434	0.292098598
EIF3I	2179.1	2139.4	2325.2	2286.9	2087.8	2503.6	0.050042902	0.589331654	0.587315254
EIF3K	324.4	335.6	284.2	353.3	376	333.2	0.169789607	1.980685565	0.118708442
EIF3S1	4.9	5.7	6	6.1	2.9	6	-0.122856748	0.484626026	0.653283386
EIF3S10	3.8	3.9	3.2	6.6	4.7	9.9	0.799922165	2.23701705	0.088915662
EIF3S2	0	0	0	3.9	1.4	0.5	1.552541023	1.900873223	0.130107742
EIF3S3	1.7	2.1	0	0	0	0	-1.180572246	1.967565418	0.120505144
EIF3S4	1818.2	1572.6	1926.7	1714	1444.3	1585.7	-0.164545781	1.464575654	0.216893146
EIF3S5	4060.1	3837	4358.5	2550.9	3668.7	3230.5	-0.374934803	2.6081426	0.059536085
EIF3S6	3.7	4.6	5.3	3.9	2.7	4.9	-0.195130341	0.889798557	0.423853702
EIF3S8	65	64	45.1	71.8	55.3	79.1	0.240318639	1.118867687	0.325847549
EIF4A1	1890.9	1444.8	1673	1286.9	1673.1	1239.9	-0.253914927	1.432477907	0.225281908
EIF4A2	1070.9	1078	1588.4	797.9	634.1	1168.3	-0.522812415	1.626144348	0.179246199
EIF4A3	850.4	646.9	501.6	542.3	380.4	426.4	-0.566168054	1.933268541	0.12534339
EIF4B	39.5	40.6	17.8	21.9	24.8	37.9	-0.2039234	0.497746962	0.644783061
EIF4E	7.2	5.8	1.8	4.8	5.9	3.4	-0.057880916	0.131654327	0.901614194
EIF4E1B	0	0	0	0	0	0.4	0.180572246	1	0.373900966
EIF4E2	62.3	47.1	23.4	37.2	25.1	33.7	-0.455983049	1.032925741	0.359996781
EIF4E3	42.1	58.4	50.8	53.7	202.9	82.6	1.149101698	1.363760726	0.244345867
EIF4EBP1	132.4	143.1	117.3	315.1	491.5	171	1.308893149	2.096541132	0.104058882
EIF4EBP2	131.2	148.8	158.3	130.3	144.9	132.9	-0.102270375	1.103358777	0.331784892
EIF4EBP3	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
EIF4EL3	245.9	421.3	190.2	295.7	159.4	249.2	-0.282685263	0.635497225	0.559642402
EIF4ENIF1	101	121.1	134.7	137.1	130.6	144.3	0.20591615	1.742773658	0.156330464
EIF4G1	237.7	231.2	348.1	288.2	238.9	198.2	-0.171091065	0.664536374	0.542698461
EIF4G2	220.6	184.7	121.1	158.9	124.9	149.5	-0.279037721	1.007339223	0.370761605
EIF4H	1246.2	1424.7	1457.4	1408.3	2208.8	1582.4	0.332609233	1.418201635	0.229116773
ATP1A1	1485.4	1408.3	1418.9	1045.2	1176.2	1213.6	-0.327991607	5.180429041	0.00660437
EIF5A	542.7	465.6	296.8	582.9	594.3	521.3	0.379334317	1.723862658	0.15982596
EIF5A2	0.7	0.6	0	0	0	0	-0.519374159	1.982481414	0.118464799
EIF5B	4.6	6.2	6.9	7.8	6.3	6.8	0.20737985	1.315191898	0.258771296
EIF6	565.4	504.1	505.7	484.4	587.2	610.9	0.094896582	0.817488278	0.459545062
ELA1	22	6.1	27.2	72.9	20.5	18.8	0.982572928	1.005818536	0.371410185
ELA2	416	1207.7	198.7	929.8	3016.3	457	1.271289602	1.019349893	0.365673735
ELA2A	139.1	0.7	187.4	25.1	1.2	15.6	-2.87855277	1.686820234	0.166914145
ELA3B	17.1	0	20.5	6	0	2.2	-1.857980995	1.489204255	0.210670411
ELAC1	17.7	31.4	22.9	18.2	46.8	26.8	0.337996464	0.704697735	0.51986573
ELAC2	39.3	25.8	38.1	28.5	25.9	31.6	-0.254906525	1.241561764	0.282227987
ELAVL1	338.6	471.8	532.8	605.1	524.3	607.9	0.370443263	2.067032465	0.107591311
ELAVL2	2.5	0	0	1.1	0	0	-0.423807709	0.512576418	0.635254292
ELAVL3	0	0	0	0.6	1.6	0	0.793549123	1.571428571	0.191179987
ELAVL4	0.2	0	0	0.1	0.1	3.1	0.977279923	1.031044663	0.360778717
ELF1	683.6	627.8	409.7	252.6	230	419.9	-0.929056909	2.654042257	0.056741863
ELF2	40.5	22.4	22.5	19.4	8.9	19.1	-0.810622636	1.826163459	0.141857986
ELF3	2.1	1	2.4	1	0	0.4	-0.949959318	2.652069532	0.056858808
ELF5	0	0	0.7	0	0	0	-0.30256277	1	0.373900966
ELFN1	0.9	3.3	0	0	0.1	1.3	-0.710493383	0.872447734	0.432205604
ELFN2	0	0.9	0	1.5	0	0	0.206450877	0.34299717	0.74886845
ELK1	1.5	0	0	0	0	0	-0.584962501	1	0.373900966
ELK3	50.3	90.8	80	49.4	60.6	79.1	-0.22228513	0.716549213	0.513262604
ELK4	10.3	7.9	1.7	1.5	0	1.9	-1.839203788	2.09398282	0.104360005
ELL	269.8	229.3	413.4	208.8	295.5	218.5	-0.334987829	1.016212735	0.366996734
ELL2	5.1	0	0	0.4	0	2.3	-0.506959989	0.434286896	0.686479914
ELL3	357.5	326.8	703.2	309.7	22.4	496	-0.742509764	1.018207443	0.366155042
MIER1	68.9	75.2	79.7	50.4	63.2	63.7	-0.331021244	2.89059734	0.044536185
ELMO2	3.5	2.6	3.2	2.5	12.5	6.3	0.982297998	1.366905738	0.243439458
ELMO3	16.9	17.6	26.7	27.8	8.4	13.8	-0.276580938	0.566821653	0.601129156
ELMOD1	4.5	1.1	0	0	0.8	0	-1.178337241	1.159068692	0.310907845
ELMOD2	3.3	3.1	0.7	3.3	7.2	0	0.418604114	0.505440019	0.639829363
ELMOD3	7.3	7.4	11.6	6.9	7.5	9.4	-0.128667664	0.519258115	0.630988478
ELN	0	0	3	0	1.6	0	-0.38332864	0.411764706	0.701620616
ELOF1	145.3	127.9	144.9	163.8	278.3	201	0.6175946	2.192577377	0.093422944
HIST1H4J	295.3	265.1	262.9	219.6	194.7	237.4	-0.335831689	3.529795838	0.024235022
ELOVL2	3.1	0.5	0	2	0.4	1	-0.044394119	0.062408648	0.953231455
ELOVL3	0	0	0	0	2.2	2.3	1.321928095	1.998520163	0.116312906
ELOVL4	1.3	1.3	0.4	0	0	2.2	-0.206450877	0.33656253	0.753363054
DNM1L	127.3	119.1	120.2	112.5	83.6	92.8	-0.340490546	2.909071974	0.043718755
ELOVL6	1.8	8.4	4.1	12.2	34.6	11.5	1.825115036	1.873443274	0.134295256
ELOVL7	0	1.6	0.1	0	4.6	2.7	1.131911676	1.304090012	0.262183534
ELP2	187.5	195.9	260	211.7	230.4	238.9	0.081569127	0.516539073	0.632722323
ELP3	94	136.5	165.5	153.8	134.5	165.7	0.195805419	0.85298545	0.441733127
ELP4	0.8	0	0	0.7	0	2	0.584962501	0.983782709	0.380920032
ELTD1	0.9	7.7	4	3.6	82.8	7.4	2.633461018	1.04646735	0.354411864
EMB	0.4	1.9	143.9	120.9	524.1	166.9	2.449375495	1.631351647	0.178151462
EMCN	2.5	4.3	2.4	0	31.2	1.4	1.544996093	0.765200453	0.486806071
EMD	436.7	322.1	86.4	125.9	97	101.2	-1.374672724	1.678086039	0.168633166
EME2	0.7	0	0.2	0	0	0	-0.378511623	1.441153384	0.222982958
EMG1	334.8	334.1	323.2	326.8	281.4	395.2	0.016290409	0.113158476	0.915356787
EMID1	9.8	7.8	20.2	1.4	9.9	12.1	-0.628031223	0.952098631	0.394961759
EMID2	0	0	1.2	0	0	0	-0.485426827	1	0.373900966
EMILIN1	7.6	11.5	17.6	15.1	62.5	18.3	1.316831514	1.26747999	0.27374704
EMILIN2	121.1	116.2	80.5	188.7	639	122.1	1.570499271	1.293656625	0.265430043
EMILIN3	0	0	0.7	0	0.8	0	0.038474148	0.094072087	0.929575711
HSPA9	1111.8	999.9	924.4	840.5	700.9	855	-0.34097046	2.907939969	0.043768336
EML2	3.7	3.4	1.4	3.6	3.7	2	0.097024454	0.293689239	0.783603554
EML3	68.4	57.6	92.5	51.9	74.7	73.3	-0.126537834	0.488862987	0.650531441
EML4	185.3	243.6	266.4	66.1	137.7	188.3	-0.821629126	2.35628178	0.077978642
EML5	2.8	1.7	3.8	1.9	0	3.4	-0.445139531	0.865304617	0.435682849
EMP1	1076.3	761.8	204	146.9	600.5	240.3	-1.045651232	1.211402408	0.292411554
EMP2	3.1	4.6	0.2	0	3.9	1.8	-0.325240829	0.427850413	0.690789225
EMP3	1564	1347.9	1053.5	768.3	2512.5	1071.9	0.13434714	0.231379269	0.828374233
EG627299	399.9	431.5	372.5	332.4	307.5	307.7	-0.344395837	4.509536257	0.010743866
EMR4	2.8	0	1.7	1.5	3.2	5.8	0.847996907	1.340301155	0.251212518
EMU2-PENDING	0	2.9	3.2	1.1	0	1.1	-0.807354922	1.199007151	0.296696803
EMX1	0	0	1.4	0	0.8	3.4	0.710493383	0.827837354	0.454294003
EMX2	0.9	0	0	0	0	0	-0.378511623	1	0.373900966
EMX2OS	0.7	3.6	4.5	0.8	1.5	4.5	-0.267933205	0.413272541	0.700601602
