	SC	BMC
DNTTIP1	-0.122167647	-0.49583584
DNTTIP2	0.209453366	-0.078002512
DOC2A	-0.703018262	0.11042399
DOC2B	0.519374159	-0.137503524
DOC2G	-0.714245518	-0.853610513
DOCK1	0.447458977	0.060007309
DOCK10	-0.758602171	0.754174884
DOCK11	-0.418689233	0.648351207
DOCK2	-1.646499117	0.211284031
DOCK3	0.753839413	-0.795641501
DOCK4	-6.40685e-16	0.35614381
DOCK5	0.915607813	0.413289837
DOCK6	-1.011571076	0.075206344
DOCK7	0.760812336	0.047305715
DOCK8	-0.386641374	0.597453445
DOCK9	-0.377440713	-0.428309856
DOK1	0.568088682	-0.492812654
DOK2	0.186477433	1.095542119
DOK3	-0.119673999	0.444549484
DOK4	-0.121306296	-1.419726145
DOK5	0.275634443	-1.314510623
DOK6	-0.152003093	-0.30256277
DOK7	0.742667954	-0.492396382
DOLK	0.332287259	-0.023458973
DOLPP1	0.517910701	-0.016175276
DOM3Z	-0.571393217	-0.134649527
DONSON	-0.193212956	-0.829329612
DORZ1	0.733083652	0.97388716
DOS	-1.704777468	-0.736965594
DOT1L	-1.717982491	-1.039367365
DOXL2	-1.30256277	0.403355694
DPAGT1	0.694532814	-0.034142016
DPCR1	0.137503524	-1.141355849
DPEP1	0.222392421	1.834940754
DPEP2	0.762388191	0.957987521
DPEP3	-0.415037499	-0.633872101
DPF1	0.227410496	0.584962501
DPF2	-0.31817596	-0.707819249
DPF3	-0.134301092	-2.647698256
DPH1	-0.478336269	-0.20075883
DPH2	0.183303023	0.698190891
DPH2L1	-0.494230958	0.044238531
DPH3	-0.261803175	-0.139159573
DPH4	0.695231836	0.215327552
DPH5	0.350497247	-0.424375364
DPM1	-0.390234108	-0.321928095
DPM2	0.098523364	0.106153552
DPM3	0.410525072	0.168972649
DPP10	-0.61667136	-0.584962501
DPP3	0.521698987	0.514845354
DPP4	-0.655242559	0.708016837
DPP6	0.217591435	0.111031312
DPP7	-0.397943808	0.205887387
DPP8	0.538746095	-0.137127136
DPP9	-0.21649182	-0.187984613
DPPA1	0.026717338	-0.942284502
DPPA2	0.0	0.04580369
DPPA3	0.519374159	0.357552005
DPPA4	-0.047305715	-0.093109404
DPPA5	0.30256277	-0.584962501
DPT	0.0	-1.0
DPY19L3	-0.571156701	-0.496233582
DPY19L4	-0.389946518	-0.017487427
DPY30	0.776780333	-0.277321777
DPYD	-0.068171503	1.242856524
DPYS	0.678071905	-1.30256277
DPYSL2	0.021296382	0.606696023
DPYSL3	0.976541027	-2.273018494
DPYSL4	0.42786154	0.307428525
DPYSL5	0.736965594	0.222392421
DQX1	-1.405514725	-1.337034987
DR1	0.447458977	-0.584962501
DRBP1	-0.133162482	-0.007096822
DRCTNNB1A	0.519808073	-0.532114695
DRCTNNB1A-PENDING	0.123735368	0.632268215
DRD1A	-0.574694165	0.409390936
DRD2	-0.896906507	0.689659879
DRD3	-0.180572246	0.0
DRD4	0.025995209	-0.521952703
DRD5	0.807354922	-0.212993723
DRG1	0.562594688	0.148047546
DRG2	-0.067348685	-0.098152159
DRP2	0.584962501	-2.108524457
DSC1	0.584962501	0.047305715
DSC2	0.0	0.0
DSC3	0.30256277	1.30256277
DSCAM	-0.392317423	0.152003093
DSCAML1	1.023846742	0.1740294
DSCC1	0.922595496	-1.094327383
DSCR1	0.424464112	0.027511564
DSCR1L2	0.160653622	-0.098089626
DSCR2	0.763363284	0.288212969
DSCR3	1.370111628	0.957728347
DSCR6	0.530514717	-0.980045394
DSE	-0.304854582	-0.378511623
DSEL	0.211504105	-0.366870217
DSG1A	0.093109404	1.195015982
DSG1B	-0.61667136	0.341036918
DSG1C	0.0	-1.201633861
DSG2	0.358793389	0.489584453
DSG3	0.212993723	0.678071905
DSG4	0.0	-0.69743723
DSN1	0.384544407	-0.601682508
DSP	0.0	1.568842835
DSPP	0.157100961	0.493040011
DST	-0.180572246	-0.275634443
DSTN	1.924770003	0.716969567
DTD1	0.36713955	0.434085853
DTL	0.166009951	-1.073777926
DTNA	0.243925583	0.180572246
DTNB	-0.763535315	-0.514915003
DTNBP1	0.095585362	0.131100899
DTWD1	0.341900742	0.021760519
DTWD2	0.352631842	-0.531413032
DTX1	-0.76161306	0.995441718
DTX2	-0.395945259	0.641817381
DTX3L	0.368594342	0.367860198
DTX4	-0.143670361	0.041455997
DTYMK	0.487687465	-0.303773567
DUB1A	0.341036918	1.0
DUB2	-0.341036918	-0.707819249
DUB2A	0.918863237	-0.251979217
DUOX1	-0.491853096	-0.625604485
DUOX2	0.0	-0.68182404
DUOXA1	0.378511623	1.108524457
DUOXA2	-0.550692599	1.255838904
DUPD1	0.178337241	0.465663572
DUS1L	-0.078357688	-0.255632363
DUS2L	-1.514366468	-0.307281319
DUS3L	-0.47849078	0.288491135
DUS4L	-0.131213588	-0.253696541
DUSP1	-0.394890866	1.379556401
DUSP10	-1.719741709	-0.203413624
DUSP11	-0.153469644	0.038643824
DUSP12	0.736965594	0.0
DUSP13	-0.180572246	-1.61667136
DUSP14	-0.372500385	-0.907881798
DUSP15	-0.034215715	-0.125530882
DUSP16	-1.832805924	-2.169925001
DUSP18	-1.558873272	-0.14543044
DUSP19	0.52672376	0.071753579
DUSP2	-1.022914899	1.379802506
DUSP21	0.421463768	0.177538186
DUSP22	0.935229745	0.006513307
DUSP23	1.61839357	0.783265214
DUSP26	1.900464326	-0.881355504
DUSP27	1.143590854	-0.197446064
DUSP28	0.241318925	0.245810227
DUSP3	-1.127111918	0.304006187
DUSP4	-2.504549512	-0.216811389
DUSP6	0.048130393	0.630028361
DUSP7	1.740145965	1.424898313
DUSP8	-0.706188278	-2.301904248
DUSP9	0.552541023	0.079434467
DUT	1.172139423	-0.703663619
DUX	-0.358453971	0.730813367
DUXBL	0.874469118	0.447458977
DVL1	-0.617724277	-0.316340887
DVL2	-0.041820176	0.024662054
DVL3	-0.564784619	-0.025090981
DXBWG1396E	-0.928528245	0.028289044
DXIMX39E	0.028014376	0.060825193
DYDC1	0.765534746	-1.396890153
DYDC2	0.0	0.753360032
DYM	-0.055091892	-0.297988243
DYNC1H1	0.014168759	-0.01023646
DYNC1I1	0.289506617	-0.184917716
DYNC1I2	0.435450623	0.095814457
DYNC1LI1	-0.119111212	0.274986526
DYNC1LI2	0.148962639	0.202437815
DYNC2H1	0.106915204	0.1984507
DYNC2LI1	0.956056652	-0.080731272
DYNLL1	0.342228571	-0.002680211
DYNLL2	0.867297463	0.416954702
DYNLRB1	1.076866985	0.621654147
DYNLRB2	-0.560714954	0.548893246
DYNLT1	-0.406625259	0.584962501
DYNLT3	0.246674349	0.082481674
DYRK1A	-0.387213817	-0.380451599
DYRK1B	0.100553578	-0.133516952
DYRK2	-2.06667104	-0.948398804
DYRK3	-0.67171174	-1.159668605
DYRK4	-1.342887714	-0.665580961
DYSF	0.793549123	-0.485426827
DYSFIP1	0.450661409	-0.452512205
DYX1C1	1.359895945	-0.041820176
DZIP1	0.802060622	0.788495895
E030001I17RIK	0.086877451	0.312467766
E030001K11RIK	0.807354922	0.265733555
E030002K04RIK	-0.765534746	-0.053771256
E030002O03RIK	-1.022367813	1.468148836
E030003B04RIK	0.91753784	-0.360402243
E030003O11RIK	-1.118644496	-1.241526588
E030004D24RIK	0.090602549	0.073790261
E030004P15RIK	0.623436649	0.655351829
E030006K04RIK	1.333900737	-0.682659175
E030007A22	1.719892081	1.177538186
E030007H10RIK	-1.408402303	-0.502637433
E030007N04RIK	-1.143959463	0.179978666
E030010A14RIK	-0.525461489	-0.762960803
E030010H17RIK	0.975337946	0.093782146
E030011K20RIK	-1.222392421	0.025090981
E030011O05RIK	-0.807354922	-0.30256277
E030013D07RIK	1.438121112	-0.647698256
E030016N13RIK	0.497499659	-0.514138888
E030017C01RIK	-0.381090167	-0.47533801
E030017D19RIK	-0.46712601	-0.349942471
E030017M08RIK	-0.266786541	-0.315501826
E030018B13RIK	0.0	-0.716207034
E030019B06RIK	-0.30256277	-0.415037499
E030019B13RIK	0.0	0.033166864
E030020A01RIK	1.142665229	0.693775988
E030022B18RIK	0.291681808	-1.644568456
E030022I04RIK	-1.662965013	-0.329307625
E030024C07RIK	0.37036845	-0.211504105
E030024L06RIK	-0.297815639	-0.746018057
E030024M20RIK	-0.656045599	0.450661409
E030024N20RIK	-0.517399217	-1.023846742
E030025D05RIK	0.975752454	-1.093109404
E030025L23RIK	-0.180572246	-2.115477217
E030025P04RIK	0.935869663	-1.242856524
E030026A10RIK	-0.774933444	-0.793549123
E030026I10RIK	1.135655099	-0.537133976
E030027H19RIK	0.530514717	-1.282933963
E030027L17	-0.031250934	0.144873629
E030028L09RIK	-1.882278041	-1.874469118
E030030I06RIK	1.489203518	0.359581895
E030030K01RIK	-0.421463768	1.523561956
E030031F02RIK	0.471621028	-0.132755209
E030033D05RIK	-2.146841388	1.181329765
E030034H13RIK	-0.206450877	0.306661338
E030034J16RIK	-1.245306813	-0.73232153
E030034P13RIK	0.504042505	0.886043811
E030037J05RIK	-0.935869663	0.075288127
E030038D23RIK	0.589182967	0.446067394
E030038G15RIK	-1.187627003	-1.047305715
E030038K17RIK	-1.441509711	-0.466781074
E030040E19RIK	-0.793141063	-1.117020797
E030040G24RIK	-1.932313192	-1.082327675
E030040J04RIK	-0.185214872	-0.415037499
E030040J22RIK	-0.098256121	1.54208078
E030040L08RIK	-1.190713982	0.059552188
E030040N07RIK	0.626956589	0.743435089
E030040P03RIK	-0.285908872	-0.435215381
E030042C16RIK	0.0	0.0
E030042M04RIK	-0.039528364	0.3016557
E030042O20RIK	-0.61667136	-0.9510904
E030043F19RIK	0.303392143	-1.600904045
E030043O13RIK	-0.025686644	-0.632268215
E030044B06RIK	-0.612976877	0.093109404
E030044H19RIK	0.0	-0.415037499
E030045A12RIK	-0.823122238	0.183446141
E030045B01RIK	0.0	-0.188445089
E030049G20RIK	0.30256277	-0.847996907
E030049M15RIK	1.0	0.25276607
E030050A11RIK	1.513069582	-0.273760812
E030050E10RIK	0.0	1.321928095
E130001F20RIK	0.015897627	-0.111122337
E130001K05RIK	0.0	-0.647698256
E130001M03RIK	-1.0	-1.146841388
E130001N18RIK	-0.415037499	-0.647698256
E130002D13RIK	-0.056143078	0.415037499
E130003A04RIK	-0.648527629	1.152003093
E130006D01RIK	-0.30256277	0.347923303
E130006F23RIK	-1.751320887	-0.080170349
E130007O11RIK	1.263034406	0.113656782
E130008J19RIK	-1.074000581	0.415037499
E130009G23RIK	1.647698256	0.847996907
E130009J12RIK	-0.765534746	-0.450661409
E130009M23RIK	0.019628807	-0.565597176
E130010D16RIK	0.795641501	-0.900464326
E130010M05RIK	-0.519374159	0.598637438
E130010O04RIK	0.392317423	-1.146841388
E130012A19RIK	-1.312730308	0.560545974
E130012F07RIK	0.090765464	-0.793549123
E130012G03RIK	-1.717269793	-0.441371647
E130012P04RIK	-3.507974377	-1.44837984
E130013D14RIK	-0.464668267	0.457850583
E130014H08RIK	-1.215908388	0.34835622
E130014J05RIK	-0.653167581	-0.086983302
E130016A22RIK	-0.567684509	0.85025288
E130016E03RIK	1.798964919	0.081464101
E130018O15RIK	-1.137503524	0.461133914
E130102A02RIK	0.540568381	0.696607857
E130102H24RIK	-1.255864448	-0.472020169
E130106K10RIK	-0.251538767	-1.992466327
E130106L05RIK	0.303392143	0.232660757
E130106L15RIK	-1.078474058	0.730610099
E130107G19RIK	-0.238512087	-0.263034406
E130112E08RIK	-0.713664668	-0.805444152
E130112H22RIK	0.584962501	0.807354922
E130112J05RIK	-0.661520729	-0.281606512
E130112L06RIK	0.120854395	0.014721506
E130112L23RIK	0.511899039	0.595609745
E130112N23RIK	-1.056583528	-0.922595496
E130113E03RIK	0.530514717	-0.364996817
E130113K08RIK	-1.244418728	0.192645078
E130113K22RIK	-1.222392421	-0.233532979
E130114F22RIK	-0.510961919	-0.03170886
E130114P18RIK	0.378511623	0.341036918
E130116C07RIK	-0.328622747	-0.46712601
E130116L18RIK	-0.707819249	0.0
E130118D18RIK	-0.415916495	0.437911966
E130119H03RIK	1.112474729	-0.222392421
E130119H09RIK	-0.606657572	1.201633861
E130120C16RIK	0.0	0.415037499
E130201H02RIK	-0.281770968	0.519374159
E130202F10RIK	-0.559890479	-0.756527861
E130202I16RIK	0.014797002	0.303069068
E130203B14RIK	2.919893261	-0.268338438
E130203E12RIK	-0.602664502	0.54689446
E130207H16RIK	-1.580949438	0.076498137
E130208E03RIK	-0.226427935	0.98396989
E130209G04RIK	0.069821449	0.793996539
E130215L21RIK	-0.919829651	-0.260651755
E130216C05RIK	-1.885841829	-0.555469112
E130301F19RIK	-0.04580369	0.74723393
E130301F21RIK	0.386817626	0.05663182
E130301I04RIK	0.08246216	-0.887525271
E130301L11RIK	0.074719353	-0.548086498
E130302K05RIK	0.132450296	0.248820547
E130302P19RIK	0.177419538	-0.413419221
E130303B06RIK	-0.04026387	0.513261035
E130306D19RIK	2.150497088	-0.107119721
E130306F01RIK	-0.217591435	0.559606926
E130306L18RIK	-1.592230501	-0.11276793
E130306P09RIK	-0.868755467	-1.025995209
E130307A14RIK	-2.340424439	-0.782901878
E130307D12	-0.801661768	-0.352856848
E130307L24RIK	1.861616516	1.30256277
E130308A19RIK	-0.715485867	-0.708436797
E130308J18RIK	0.0	0.19592021
E130309A10RIK	-0.696219252	-0.55359833
E130309D02RIK	0.114086859	-0.257010618
E130309D14RIK	0.118181426	-0.652076697
E130309F12RIK	0.180572246	-0.180572246
E130309K17RIK	-0.034765418	0.458106221
E130309L16RIK	-1.54074781	-0.165195957
E130309N05RIK	0.574424141	0.504304837
E130309O17RIK	-0.437405312	0.276331228
E130311K13RIK	-0.821029859	0.0
E130314O04RIK	0.162938571	-0.397070953
E130314P11RIK	1.793549123	0.197939378
E130317O18RIK	-0.439285046	0.743224585
E130318A13RIK	-1.285143509	0.266992419
E130318N20RIK	-1.729910837	-0.147341716
E130318P05RIK	-0.633217669	-0.943416472
E130318P21RIK	-0.707819249	-0.790076931
E130319B15RIK	0.0	-0.182864057
E130319J22RIK	-0.63076619	0.9510904
E130319N12RIK	0.0	-0.308122295
E230001N04RIK	0.659924558	-0.013420516
E230002P03RIK	0.394859617	0.162271429
E230003H01RIK	-1.043501639	-0.4639471
E230008D17RIK	0.821029859	-0.9510904
E230008N13RIK	0.839203788	1.076435025
E230008O15RIK	-1.118386788	-0.272476292
E230011D01RIK	-0.772048053	-0.543142325
E230011J22RIK	0.818553129	-0.788495895
E230012G14RIK	-0.584962501	-0.381306642
E230013J01RIK	1.115477217	-0.108934372
E230013M07RIK	-0.990477226	0.021216486
E230013N04RIK	-1.245270126	-0.123148231
E230014G11RIK	-0.673771768	0.268979215
E230014M20RIK	0.702614089	0.347923303
E230016F22RIK	-0.137503524	-0.619727919
E230016K23RIK	1.421463768	0.964896199
E230016M11RIK	0.552541023	-0.664815808
E230017C09RIK	-0.584962501	-0.240051088
E230017H14RIK	0.0	-1.115477217
E230017J10RIK	-1.109163443	-0.184917716
E230019M04RIK	-0.137503524	-0.182864057
E230020D15RIK	-2.770518154	-0.502500341
E230020O17RIK	-1.957148117	-0.961180751
E230021B08RIK	-1.195550809	-0.062284278
E230022A01RIK	-0.489384841	0.514573173
E230022G02RIK	0.125530882	0.394278939
E230022H04RIK	-0.479992941	0.485426827
E230024B12RIK	-0.44114425	0.393580467
E230024F15RIK	-0.21818017	0.450661409
E230024I12RIK	0.561115759	0.475084883
E230025E14RIK	-0.135087623	-0.510034013
E230025L24RIK	1.430634354	-0.263034406
E230025N22RIK	1.222392421	0.878693704
E230026C15RIK	-0.100028818	0.523561956
E230026L02RIK	0.263034406	1.280107919
E230026L19RIK	1.018859027	-1.453717967
E230027K01RIK	0.361302333	0.242150263
E230027M02RIK	0.180572246	-0.047305715
E230029C05RIK	2.232660757	1.156119202
E230029F23RIK	0.167841687	-1.20469042
E230030L05RIK	1.148098639	1.364572432
E230037D14RIK	-0.823122238	-1.023846742
E2F1	1.240283673	-1.047179322
E2F2	1.028710586	-0.999369539
E2F3	0.092545742	-0.142879956
E2F4	0.575453674	-1.006934884
E2F5	-0.789689602	0.140735202
E2F6	0.947403975	-0.29260171
E2F7	-0.374395515	0.21649182
E2F8	1.108059746	-0.724969979
E330001L02RIK	0.5334322	0.093109404
E330003N13RIK	0.590237443	-1.450661409
E330005K07RIK	-0.506959989	0.274174963
E330007H08RIK	0.089267338	-0.571906348
E330008F04RIK	0.093109404	-0.874469118
E330008M07RIK	1.359895945	-0.936806174
E330009E22RIK	-2.346450414	-0.866733469
E330009F12RIK	1.599385329	-0.26252501
E330009H06RIK	1.117039421	-1.298341275
E330009J07RIK	0.888185997	0.815373432
E330009P21RIK	-1.600904045	-1.115477217
E330010G16RIK	-0.494764692	-0.019899557
E330010P20RIK	-1.118181426	-0.7589919
E330011I20RIK	0.03948972	0.317674445
E330013K21RIK	-1.070389328	-1.415037499
E330013M12RIK	-0.478903704	-1.119173939
E330013P04RIK	0.263034406	0.0
E330014F24RIK	-0.54303182	-0.085391491
E330014H18RIK	-0.970252657	-0.569365646
E330015C15RIK	0.517534573	0.786102373
E330016A19RIK	1.400637739	0.14209249
E330017A01RIK	1.338168736	-1.600904045
E330017C12RIK	0.173331603	0.205469118
E330018D03RIK	-1.750135516	-0.568409197
E330018D23RIK	1.087462841	-0.923378718
E330019C05RIK	-1.613390909	0.851136614
E330019D12RIK	2.831129048	-1.121395108
E330019I03RIK	-0.099535674	-0.683696454
E330019L22RIK	-0.211504105	-0.898716664
E330019N15RIK	-1.424026283	0.7255129
E330020G21RIK	-2.046475815	-0.450784438
E330020K23RIK	-2.38277365	-1.114399373
E330021D16RIK	-0.220390068	0.552541023
E330022B15RIK	0.121841123	-0.450797262
E330022G21RIK	-2.309328058	-0.24691474
E330023A07RIK	0.415037499	-0.374679762
E330023G01	-0.793549123	-0.314873337
E330023P07RIK	1.180572246	-0.366427555
E330024P20RIK	0.372658897	-0.325986311
E330025B05RIK	-0.210217707	-0.932885804
E330026B02RIK	0.925999419	-1.093109404
E330026G11RIK	-0.259087221	-0.790904401
E330027G05RIK	2.14974712	-1.154885602
E330027M22RIK	0.0	-0.655351829
E330027P06RIK	-1.20598951	0.506081712
E330028G06RIK	1.436863862	-1.30256277
E330029N20RIK	1.254813899	1.265344567
E330029N23RIK	-0.705256734	0.403355694
E330031I04RIK	-0.868071347	0.568411324
E330031M19RIK	-1.493183271	-0.804869659
E330032C10	0.0	0.0
E330032D13RIK	0.309168864	0.790076931
E330032E20RIK	1.282933963	1.0
E330033J05RIK	0.523561956	-0.647698256
E330034F13RIK	-0.883186335	0.47533801
E330034G19RIK	0.415037499	0.0
E330034L11RIK	-0.88216351	0.915111102
E330035H20RIK	0.439111634	0.459431619
E330036I19RIK	0.950870063	0.658556992
E330036N11RIK	-0.106915204	-0.584962501
E330037G11RIK	0.95419631	0.023083613
E330037I15RIK	-0.47175189	-0.0311056
E330037K16RIK	1.203533394	-0.47533801
E330037M01RIK	-0.289506617	-0.654864514
E330037N08RIK	-0.925999419	-0.121990524
E330037N20RIK	0.092118202	0.948161068
E330038N15RIK	0.222392421	0.0
E330039I02RIK	0.485426827	0.479992941
E330040E10RIK	0.914883386	0.891293741
E430001K23RIK	2.613390909	0.331483422
E430002D04RIK	-0.800390974	0.900058562
E430002G05RIK	0.966833136	0.023083613
E430003D02RIK	0.206450877	-0.169041886
E430003H02RIK	-0.277533976	-0.9224634
E430003J01RIK	-0.315202232	-0.184310595
E430004N04RIK	-1.227233684	0.299560282
E430005I09RIK	0.162155481	-0.084033688
E430007C11RIK	0.498805857	-0.95491211
E430012K20RIK	-0.514573173	0.455451768
E430012M05RIK	-0.04580369	-0.263034406
E430013K19RIK	1.59844573	0.671945802
E430014K09RIK	-5.644692292	-8.88864179
E430014N10RIK	0.056583528	0.378511623
E430018J23RIK	-0.877898392	0.248271053
E430021A19RIK	-0.029029049	1.091147888
E430021E22RIK	-0.509949146	0.350281291
E430021P16RIK	-0.274633036	0.401595747
E430024E16RIK	-0.423119846	-0.394052474
E430024F02RIK	1.773724144	0.530114024
E430025C17RIK	0.794415866	-1.031026896
E430025E21RIK	0.526068812	0.450852634
E430025L11RIK	-0.511500339	-0.543621705
E430026H10RIK	-1.128775005	-0.465178143
E430028B21RIK	-0.189033824	0.184339076
E430029J22RIK	-0.209453366	0.576192291
E430031D18RIK	-0.875434939	-0.258550502
E430033B07RIK	-3.223718499	-3.184040717
E430033D06RIK	-0.499760178	-0.428843299
E430035L19RIK	-0.537656786	0.658963082
E430035N09RIK	-1.075948853	-1.160464672
E430038L21RIK	0.142019005	-0.9510904
E430039I23RIK	0.449919153	-0.310835754
E430039K24RIK	-1.441837559	-0.647118977
E4F1	-0.468244865	-0.870953626
E530001F21RIK	0.693022247	-1.392317423
E530003F24RIK	-0.09530696	-0.116141595
E530004K11RIK	-1.776932001	-0.327041018
E530004N13RIK	-0.647698256	1.242856524
E530011F12RIK	-0.378511623	-0.137503524
E530011J04RIK	0.317190176	-1.023846742
E530015N03RIK	0.041820176	0.0
E530016P10RIK	-0.190331212	0.184424571
E530016P20RIK	1.121015401	-1.137503524
E530017G24RIK	-1.00877021	0.661198087
E530018B05RIK	-0.359542387	0.567475074
E530018J06RIK	-1.067744607	0.498805857
E530018N03RIK	-0.180572246	-0.025535092
E530018O14RIK	-1.480493234	-0.601133791
E530020K13RIK	-1.645866053	-0.998054356
EAF1	0.0	0.543142325
EAF2	0.178337241	-0.5360529
EAPA2	-0.422691072	-0.047305715
EAPP	0.552541023	0.252326372
EAR10	1.984106354	1.871792205
EAR11	1.626751413	-1.952448601
EAR12	0.873497279	-0.714053683
EAR14	0.745427173	-0.269186633
EAR2	0.581165352	-0.260733871
EAR3	-0.124819231	-1.054379744
EAR4	0.399378888	-0.763781975
EAR5	0.719892081	1.359895945
EAR6	0.760329587	1.44936954
EARS2	-0.928368148	-0.14301
EBAG9	1.050626073	0.347923303
EBF	-3.063193826	0.495957495
EBF1	-1.58634771	0.019108823
EBF2	-0.074000581	-1.093109404
EBF3	1.137503524	0.105116706
EBF4	-0.700439718	-1.45490196
EBI2	-1.482901437	0.58537523
EBI3	1.233942443	0.503455027
EBNA1BP2	0.379580365	0.105819447
EBP	0.857305053	0.49712004
EBPL	-0.036077455	0.66002545
ECAC2	0.071083098	-1.14775362
ECD	0.204849566	0.119812337
ECE1	-0.836707107	0.487863813
ECE2	1.030650213	0.088685153
ECEL1	0.341036918	1.093109404
ECG2	-0.821029859	-0.270089163
ECH1	0.282957381	0.216617126
ECHDC1	-0.506352666	1.311201688
ECHDC2	-0.116023796	-0.523561956
ECHDC3	-0.669458775	1.059501012
ECHS1	0.965330068	0.27882559
ECM1	0.195796921	0.782108971
ECM2	0.30256277	0.673189684
ECSIT	0.288803539	0.266459203
ECT2	1.84582907	-0.680857928
EDA	0.481532911	0.419084332
EDA2R	-0.175849835	-1.161463423
EDAR	0.0	0.600392541
EDARADD	-0.576718507	1.509861045
EDC4	-0.696970953	-0.307909783
EDEM1	0.94315414	0.284368548
EDEM2	0.216149231	-0.202772601
EDEM3	-0.341036918	-0.30256277
EDF1	-0.019412118	-0.084865055
EDG2	0.11783649	-0.952694285
EDG3	-0.118644496	-0.469485283
EDG5	0.524509984	0.517924382
EDG7	0.482151695	0.485426827
EDG8	-0.407472222	0.320667549
EDIL3	0.129283017	0.263034406
EDN1	-1.54299023	-1.916806064
EDN2	-0.813586876	-0.378511623
EDN3	-0.438121112	1.156119202
EDNRA	3.687855383	0.273223205
EDNRB	0.505640048	-0.491853096
EEA1	0.382247564	-0.038819249
EED	0.032183035	-0.127583337
EEF1A1	-0.113544624	0.072280062
EEF1A2	-0.175086707	-0.821029859
EEF1B2	-0.038485531	-0.176090287
EEF1D	-0.264341987	-0.571464402
EEF1E1	0.495625728	-0.388771845
EEF1G	0.089495884	-0.201971425
EEF2	-0.522224205	-0.073736037
EEF2K	0.957380366	-0.14678892
EEFSEC	-1.164386818	-0.963474124
EEG1-PENDING	-0.006455022	-2.537164162
EFCAB1	-0.133266531	0.0
EFCAB2	-0.528176475	0.678071905
EFCAB3	-0.341036918	0.222392421
EFCAB4A	1.880039376	0.06377591
EFCAB4B	0.321928095	-0.15324626
EFCAB5	0.378511623	1.037474705
EFCAB6	0.0	-0.378511623
EFCAB7	-0.571156701	-0.563900885
EFCAB9	-1.604071324	-0.043068722
EFEMP1	0.530514717	0.473931188
EFEMP2	1.449525876	0.288830407
EFHA1	0.244502279	-0.162915774
EFHB	-0.222392421	0.341036918
EFHC1	-0.214124805	0.821029859
EFHC2	-0.859137464	-0.975752454
EFHD1	-0.130060541	-1.022367813
EFHD2	0.661198087	-1.658211483
EFNA1	0.716207034	-0.489584453
EFNA2	0.683526335	-0.8259706
EFNA3	0.975752454	-0.476438044
EFNA4	0.621488377	0.817135943
EFNA5	0.807354922	0.683142895
EFNB1	0.339768918	0.691227915
EFNB2	-1.341036918	-0.558730959
EFNB3	0.415037499	0.04508789
EFR3A	-0.148207407	0.326160944
EFR3B	0.974909019	-0.612074346
EFS	-0.810966176	1.112894056
EFTUD1	0.225220681	0.316473665
EFTUD2	-0.0218823	-0.563694934
EG114600	0.0	-0.584962501
EG13909	-0.180572246	0.0
EG194588	1.0	-1.058893689
EG208426	-1.070389328	-0.647698256
EG209324	-0.552541023	-0.039528364
EG209380	-0.908852112	0.394631289
EG209550	0.125530882	-0.925999419
EG210155	0.373458396	0.189033824
EG210457	0.397171078	-0.053329502
EG210562	0.181838323	-0.847996907
EG210853	0.160464672	0.485426827
EG212225	0.166649869	-0.253118937
EG212727	-1.047305715	0.080919995
EG212753	0.378511623	0.401616984
EG214321	-0.093109404	-0.255257055
EG214403	0.250808104	1.282933963
EG215208	-0.900464326	-0.731803889
EG215472	-0.647698256	0.0
EG215714	-0.415037499	-0.293731203
EG215895	0.222392421	0.415037499
EG216082	0.0	1.502500341
EG216185	0.085850546	-0.029127545
EG216394	0.0	-0.537656786
EG217246	-0.179706022	0.035845199
EG218444	-0.38332864	0.568842835
EG223186	-0.098778154	0.270357747
EG224180	1.137503524	1.070389328
EG224572	0.415037499	-0.530514717
EG224576	0.807354922	1.159198595
EG224763	0.725825037	0.074000581
EG224916	0.047305715	0.093109404
EG226472	0.828233652	-0.152003093
EG226601	-0.087462841	0.286881148
EG226604	-0.835369298	1.367731785
EG226654	-0.131516637	0.331535423
EG226957	0.856264523	-0.881355504
EG229862	-0.189477799	-0.471006311
EG231836	-0.263034406	0.047305715
EG232599	-1.064130337	0.032421478
EG232801	0.681177816	0.028014376
EG232875	-2.925302633	-0.893958363
EG233164	0.0	0.090197809
EG233445	0.0	0.259867127
EG235327	-0.558490289	-0.736965594
EG236891	0.415037499	0.598637438
EG236892	0.0	0.0
EG236893	-0.519374159	0.0
EG237009	-0.549338591	-0.639410285
EG237300	0.329307625	-1.112474729
EG237361	-0.23053798	0.261705345
EG237412	-0.905140814	1.078002512
EG237433	-0.956278623	-0.059501012
EG237749	0.183864192	-0.68589141
EG238395	-0.281893433	-0.233740099
EG238829	-0.093109404	0.728697978
EG240038	-0.193383974	0.146841388
EG240055	0.175086707	0.552541023
EG240110	0.886210343	-0.07547573
EG240327	-1.0	-0.366127899
EG240549	-0.047305715	-0.552541023
EG240916	-0.13492958	0.0
EG241041	3.824428435	1.938599455
EG242914	0.932885804	-1.277984747
EG243642	0.032759662	0.302213648
EG243872	1.598259323	-0.275634443
EG244595	-0.047305715	-0.436099115
EG244911	-1.780686972	-0.485426827
EG245174	-0.066342495	0.275634443
EG245190	0.263852028	-0.675273272
EG245297	0.766409372	0.727747064
EG245376	0.137503524	-1.30256277
EG245440	0.222392421	1.568842835
EG245472	-0.491853096	-0.297680549
EG245516	0.093109404	1.415037499
EG245651	-0.075027045	-0.237084594
